source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0
-0.7014853,-0.7389853,-1.367485,2.5859,3.0889,2.039,-0.1689853,0.2457,-2.802085,-1.266285,-0.1613853,-2.280185,-2.196185,-0.05758531,0.9057,-0.6590853,-2.906285,2.3943,0.2317,-1.663485,-2.035685,2.286,1.7066,-2.885985,-0.1112853,2.2494,0.672,1.5651,-0.6859853,-1.681185,-0.6167853,-2.690585,1.8797,-0.7088853,-0.7950853,-2.746885,-2.740785,-1.719785,1.4619,-0.04768531,-0.03958531,1.4539,1.3534,-2.402285,-1.688985,-2.982385,-0.2712853,1.0081,-0.7178853,-1.811285,-2.473985,0.0926,0.2415,1.0367,1.5039,-1.870485,1.5385,-2.672885,-0.8891853,-2.852385,2.1079,2.793,-0.7996853,2.8927,-2.972385,0.6744,1.9214,-2.929085,0.4887,2.1827,-0.9901853,-0.5324853,2.0146,-0.9161853,-0.3494853,-0.2374853,2.9408,-2.852085,-0.2593853,1.4053,-0.5693853,-1.870985,2.9634,-0.8191853,0.5676,-1.747085,-1.546085,-2.045285,-2.420985,-0.8122853,-0.9169853,2.7384,2.3228,-2.833985,2.8171
-0.7237853,-0.7625853,-1.392285,2.5624,3.0652,2.0155,-0.1928853,0.2225,-2.826785,-1.289885,-0.1855853,-2.304485,-2.220485,-0.08218531,0.8811,-0.6835853,-2.929385,2.3682,0.2082,-1.687185,-2.059385,2.2639,1.6834,-2.909485,-0.1348853,2.2265,0.6482,1.5413,-0.7093853,-1.704985,-0.6407853,-2.713985,1.8563,-0.7319853,-0.8185853,-2.770785,-2.764985,-1.743985,1.4372,-0.07138531,-0.0631853,1.4298,1.329,-2.425785,-1.713285,-3.004885,-0.2949853,0.9834,-0.7398853,-1.834985,-2.496185,0.0706,0.218,1.0125,1.4804,-1.894385,1.5149,-2.695285,-0.9135853,-2.877785,2.0857,2.7689,-0.8238853,2.874,-2.997785,0.6511,1.8981,-2.953285,0.4641,2.1605,-1.015485,-0.5592853,1.9908,-0.9397853,-0.3748853,-0.2604853,2.9164,-2.876285,-0.2832853,1.3838,-0.5947853,-1.893985,2.9388,-0.8433853,0.5422,-1.773085,-1.570285,-2.069385,-2.444985,-0.8364853,-0.9405853,2.715,2.3005,-2.858685,2.7939
-0.7468853,-0.7858853,-1.417285,2.5387,3.0408,1.9918,-0.2160853,0.199,-2.849485,-1.313885,-0.2096853,-2.328985,-2.245685,-0.1064853,0.8564,-0.7086853,-2.953585,2.3448,0.1849,-1.711085,-2.083285,2.2409,1.6595,-2.932885,-0.1579853,2.2024,0.6241,1.5173,-0.7322853,-1.729085,-0.6651853,-2.737585,1.833,-0.7559853,-0.8412853,-2.794985,-2.789785,-1.767885,1.4132,-0.09568531,-0.08728531,1.4068,1.3055,-2.449885,-1.737685,-3.028485,-0.3189853,0.9572,-0.7654853,-1.859585,-2.521985,0.0489,0.1944,0.9884,1.4568,-1.918085,1.4925,-2.721185,-0.9355853,-2.899585,2.0608,2.7466,-0.8488853,2.8528,-3.020885,0.6272,1.8732,-2.977785,0.4397,2.1379,-1.040785,-0.5784853,1.9673,-0.9618853,-0.3985853,-0.2849853,2.8938,-2.898285,-0.3068853,1.3604,-0.6187853,-1.917885,2.9151,-0.8671853,0.5174,-1.795585,-1.595485,-2.092985,-2.469585,-0.8587853,-0.9634853,2.6909,2.2773,-2.882985,2.7702
-0.7707853,-0.8093853,-1.442285,2.5165,3.0196,1.9678,-0.2394853,0.1753,-2.872685,-1.337685,-0.2338853,-2.353285,-2.269585,-0.1306853,0.8323,-0.7342853,-2.978385,2.3205,0.1607,-1.734985,-2.106585,2.2171,1.6346,-2.956485,-0.1814853,2.1779,0.5994,1.4934,-0.7553853,-1.753085,-0.6895853,-2.761185,1.8091,-0.7795853,-0.8642853,-2.819685,-2.814485,-1.791385,1.389,-0.1197853,-0.1114853,1.382,1.2826,-2.473385,-1.761685,-3.052385,-0.3428853,0.933,-0.7873853,-1.884085,-2.545185,0.0241,0.1706,0.9646,1.4332,-1.941285,1.4653,-2.747085,-0.9613853,-2.922385,2.0377,2.7241,-0.8723853,2.826,-3.043985,0.6032,1.8488,-3.001185,0.4155,2.1135,-1.061685,-0.6077853,1.9423,-0.9845853,-0.4257853,-0.3083853,2.8698,-2.924585,-0.3307853,1.3378,-0.6442853,-1.942385,2.8914,-0.8738853,0.4938,-1.820285,-1.619785,-2.115285,-2.493485,-0.8827853,-0.9869853,2.667,2.2529,-2.909685,2.7458
-0.7946853,-0.8329853,-1.467285,2.4924,2.9966,1.944,-0.2632853,0.1517,-2.897085,-1.361485,-0.2577853,-2.377885,-2.293785,-0.1547853,0.8083,-0.7583853,-3.002485,2.2966,0.137,-1.758985,-2.130185,2.1936,1.6106,-2.979885,-0.2048853,2.1543,0.5753,1.4691,-0.7786853,-1.777185,-0.7142853,-2.785085,1.7853,-0.8038853,-0.8876853,-2.844885,-2.839585,-1.814985,1.3651,-0.1435853,-0.1353853,1.3581,1.2589,-2.497285,-1.785985,-3.076585,-0.3666853,0.9081,-0.8106853,-1.908385,-2.568685,0.0014,0.1465,0.9402,1.4091,-1.965385,1.4427,-2.770085,-0.9824853,-2.945585,2.0123,2.701,-0.8963853,2.8047,-3.066185,0.5786,1.8262,-3.024385,0.3914,2.0914,-1.086485,-0.6292853,1.918,-1.007385,-0.4496853,-0.3320853,2.8456,-2.948785,-0.3553853,1.3099,-0.6695853,-1.965285,2.8667,-0.9157853,0.4659,-1.845885,-1.644585,-2.137185,-2.517985,-0.9070853,-1.010785,2.6429,2.2295,-2.933085,2.7225
-0.8187853,-0.8561853,-1.492285,2.4686,2.9725,1.9201,-0.2872853,0.1279,-2.919885,-1.386285,-0.2816853,-2.401285,-2.317185,-0.1780853,0.7839,-0.7829853,-3.026785,2.2723,0.1132,-1.783085,-2.153285,2.1698,1.5861,-3.003485,-0.2282853,2.1301,0.5518,1.445,-0.8024853,-1.801585,-0.7387853,-2.808685,1.7615,-0.8282853,-0.9116853,-2.869085,-2.864285,-1.838385,1.3414,-0.1678853,-0.1597853,1.3337,1.2346,-2.521185,-1.809785,-3.099285,-0.3906853,0.8833,-0.8354853,-1.932885,-2.592385,-0.02148531,0.122,0.9164,1.3852,-1.987285,1.4157,-2.796985,-1.007685,-2.968385,1.9885,2.6779,-0.9208853,2.7817,-3.091885,0.5546,1.803,-3.046985,0.3675,2.0689,-1.111085,-0.6536853,1.8942,-1.030485,-0.4743853,-0.3555853,2.8215,-2.973385,-0.3797853,1.2873,-0.6949853,-1.987485,2.8431,-0.9393853,0.4425,-1.867385,-1.668385,-2.160185,-2.541685,-0.9303853,-1.033185,2.6184,2.2059,-2.959485,2.6986
-0.8417853,-0.8803853,-1.517085,2.4437,2.9501,1.895,-0.3117853,0.103,-2.944185,-1.411185,-0.3060853,-2.425285,-2.340685,-0.2014853,0.7607,-0.8090853,-3.050685,2.2488,0.0885,-1.808385,-2.177485,2.1452,1.5606,-3.027385,-0.2523853,2.1048,0.5265,1.4205,-0.8282853,-1.825985,-0.7635853,-2.832885,1.7376,-0.8488853,-0.9376853,-2.894485,-2.890185,-1.861685,1.3166,-0.1929853,-0.1848853,1.3089,1.2096,-2.545485,-1.833585,-3.124985,-0.4150853,0.858,-0.8584853,-1.957385,-2.617985,-0.04558531,0.0977,0.8923,1.3609,-2.011685,1.3889,-2.820085,-1.031585,-2.990785,1.9652,2.6541,-0.9445853,2.7513,-3.115085,0.5302,1.7803,-3.069785,0.3441,2.0437,-1.132585,-0.6780853,1.8703,-1.054085,-0.4993853,-0.3811853,2.7977,-2.995785,-0.4048853,1.2644,-0.7201853,-2.013385,2.817,-0.9634853,0.4177,-1.893685,-1.692885,-2.183985,-2.566085,-0.9545853,-1.056585,2.5948,2.1817,-2.980885,2.6748
-0.8664853,-0.9040853,-1.542285,2.4213,2.9253,1.8712,-0.3354853,0.0791,-2.968585,-1.435385,-0.3304853,-2.448185,-2.364285,-0.2241853,0.736,-0.8327853,-3.074685,2.2237,0.0647,-1.832385,-2.200785,2.1211,1.5372,-3.051585,-0.2756853,2.0811,0.5023,1.3962,-0.8527853,-1.850285,-0.7881853,-2.856285,1.7138,-0.8749853,-0.9622853,-2.918085,-2.915585,-1.885585,1.2912,-0.2168853,-0.2088853,1.2846,1.1847,-2.569685,-1.857585,3.1333,-0.4389853,0.8321,-0.8818853,-1.981685,-2.642485,-0.06728531,0.0733,0.8683,1.3368,-2.034085,1.3692,-2.843785,-1.055785,-3.015385,1.9398,2.6309,-0.9682853,2.7379,-3.138785,0.506,1.7564,-3.092785,0.3202,2.0227,-1.160785,-0.7017853,1.8454,-1.076785,-0.5243853,-0.4036853,2.7737,-3.019785,-0.4295853,1.2424,-0.7451853,-2.032885,2.7961,-0.9883853,0.3927,-1.917685,-1.716885,-2.207385,-2.589385,-0.9783853,-1.079685,2.5711,2.1591,-3.005185,2.6517
-0.8911853,-0.9278853,-1.567385,2.397,2.9004,1.8472,-0.3590853,0.0559,-2.992985,-1.459585,-0.3534853,-2.470485,-2.387385,-0.2480853,0.7128,-0.8579853,-3.098485,2.1999,0.0408,-1.855885,-2.224685,2.0972,1.5133,-3.075685,-0.2991853,2.0566,0.4791,1.3726,-0.8764853,-1.874285,-0.8123853,-2.879685,1.6899,-0.8987853,-0.9856853,-2.941785,-2.940185,-1.908985,1.2673,-0.2413853,-0.2331853,1.2606,1.1609,-2.594085,-1.881085,3.11,-0.4632853,0.8085,-0.9067853,-2.005985,-2.664985,-0.09228531,0.049,0.8445,1.3127,-2.057385,1.3432,-2.870985,-1.080685,-3.034985,1.9175,2.6067,-0.9925853,2.7092,3.1215,0.4822,1.7324,-3.115985,0.2967,1.9972,-1.181185,-0.7268853,1.8211,-1.101585,-0.5491853,-0.4284853,2.7496,-3.044985,-0.4544853,1.2133,-0.7698853,-2.056285,2.7724,-1.011885,0.3675,-1.940185,-1.741985,-2.230785,-2.613685,-1.002085,-1.103585,2.5461,2.135,-3.030485,2.6264
-0.9151853,-0.9510853,-1.592585,2.3734,2.8777,1.8233,-0.3838853,0.0308,-3.015985,-1.483385,-0.3769853,-2.493585,-2.410485,-0.2713853,0.6889,-0.8835853,-3.121885,2.1759,0.0176,-1.879285,-2.248085,2.073,1.4897,-3.099885,-0.3224853,2.0328,0.4552,1.3487,-0.9006853,-1.898885,-0.8362853,-2.903885,1.6667,-0.9231853,-1.010385,-2.965185,-2.964785,-1.932085,1.2428,-0.2651853,-0.2569853,1.2355,1.137,-2.617985,-1.904685,3.0851,-0.4872853,0.7829,-0.9287853,-2.030085,-2.690485,-0.1152853,0.0249,0.8205,1.2886,-2.081085,1.3196,-2.891685,-1.103285,-3.057485,1.8926,2.5827,-1.015585,2.6872,3.0966,0.4603,1.7084,-3.139285,0.2733,1.9726,-1.206185,-0.7506853,1.7974,-1.125185,-0.5738853,-0.4516853,2.7252,-3.071485,-0.4786853,1.1918,-0.7943853,-2.078585,2.748,-1.035985,0.3428,-1.964585,-1.766785,-2.255185,-2.637385,-1.027385,-1.127185,2.5219,2.1123,-3.051485,2.6036
-0.9394853,-0.9747853,-1.617485,2.3496,2.8542,1.7988,-0.4078853,0.0082,-3.040685,-1.507585,-0.4003853,-2.517285,-2.433085,-0.2945853,0.6664,-0.9081853,3.137,2.1524,-0.006585307,-1.902585,-2.271685,2.0494,1.4653,-3.124285,-0.3466853,2.0081,0.4309,1.3242,-0.9241853,-1.923285,-0.8601853,-2.928085,1.643,-0.9475853,-1.034285,-2.988485,-2.988885,-1.955885,1.219,-0.2892853,-0.2811853,1.2122,1.1129,-2.642785,-1.928085,3.0618,-0.5109853,0.7573,-0.9518853,-2.053985,-2.715285,-0.1405853,-0.000285307,0.7966,1.2645,-2.104685,1.2962,-2.918785,-1.127385,-3.082285,1.8675,2.5579,-1.040085,2.6541,3.0718,0.437,1.6836,3.1194,0.2495,1.9493,-1.231885,-0.7748853,1.7724,-1.150385,-0.5982853,-0.4759853,2.7005,-3.095285,-0.5031853,1.1674,-0.8179853,-2.103185,2.7237,-1.062285,0.3179,-1.990985,-1.791185,-2.279485,-2.661885,-1.051085,-1.151485,2.4977,2.0883,-3.074685,2.5781
-0.9624853,-0.9988853,-1.642085,2.3267,2.8283,1.7749,-0.4324853,-0.01728531,-3.064285,-1.532085,-0.4236853,-2.541585,-2.456285,-0.3171853,0.6426,-0.9322853,3.1136,2.1279,-0.03068531,-1.925685,-2.296185,2.0258,1.4425,3.1347,-0.3705853,1.9853,0.4066,1.3004,-0.9481853,-1.947485,-0.8838853,-2.950085,1.6197,-0.9712853,-1.057685,-3.012285,-3.013485,-1.979685,1.1954,-0.3131853,-0.3049853,1.1863,1.088,-2.666885,-1.951285,3.0378,-0.5346853,0.7337,-0.9766853,-2.077885,-2.738885,-0.1657853,-0.02448531,0.7737,1.2405,-2.128885,1.2722,-2.940785,-1.150085,-3.104985,1.8444,2.5335,-1.063985,2.6371,3.0479,0.4116,1.6594,3.0945,0.2262,1.9248,-1.255185,-0.7993853,1.7492,-1.174585,-0.6240853,-0.4998853,2.6762,-3.120185,-0.5272853,1.1442,-0.8430853,-2.127785,2.7002,-1.085685,0.2924,-2.013385,-1.814485,-2.304885,-2.685985,-1.073685,-1.174885,2.4735,2.064,-3.097485,2.5548
-0.9870853,-1.022485,-1.666685,2.3036,2.8043,1.751,-0.4564853,-0.04108531,-3.087985,-1.557185,-0.4468853,-2.562685,-2.479285,-0.3399853,0.6192,-0.9569853,3.0896,2.1038,-0.05398531,-1.949185,-2.320185,2.0024,1.4193,3.1106,-0.3947853,1.9616,0.3824,1.276,-0.9718853,-1.971885,-0.9075853,-2.973685,1.5968,-0.9957853,-1.080885,-3.036885,-3.037685,-2.003685,1.1724,-0.3373853,-0.3291853,1.1623,1.0633,-2.691185,-1.974685,3.0139,-0.5582853,0.7101,-1.000085,-2.101585,-2.762885,-0.1899853,-0.04818531,0.7503,1.216,-2.153485,1.2494,-2.964385,-1.174485,-3.130585,1.8187,2.5105,-1.087285,2.6095,3.0261,0.3885,1.634,3.0697,0.2029,1.8995,-1.281085,-0.8228853,1.7246,-1.198085,-0.6491853,-0.5240853,2.6517,3.1376,-0.5508853,1.116,-0.8667853,-2.152785,2.6758,-1.111185,0.2678,-2.038885,-1.838785,-2.328585,-2.709085,-1.098785,-1.200285,2.45,2.0396,-3.120485,2.5304
-1.012385,-1.046385,-1.691085,2.2794,2.7811,1.7274,-0.4805853,-0.06488531,-3.111685,-1.581985,-0.4704853,-2.584885,-2.502285,-0.3632853,0.5966,-0.9805853,3.0663,2.0796,-0.07778531,-1.972385,-2.344485,1.979,1.3954,3.0861,-0.4189853,1.9381,0.3574,1.2515,-0.9956853,-1.996585,-0.9313853,-2.996485,1.5737,-1.020285,-1.104085,-3.061185,-3.061985,-2.026985,1.149,-0.3608853,-0.3525853,1.1386,1.0397,-2.715485,-1.998485,2.9897,-0.5817853,0.6847,-1.023085,-2.125485,-2.787985,-0.2130853,-0.07208531,0.7263,1.1919,-2.178085,1.2236,-2.989385,-1.196885,3.1317,1.795,2.4854,-1.110885,2.5834,3.0012,0.3636,1.6086,3.0458,0.1795,1.8756,-1.305585,-0.8467853,1.7002,-1.222685,-0.6729853,-0.5475853,2.6273,3.1174,-0.5758853,1.0939,-0.8918853,-2.176985,2.6518,-1.120985,0.2435,-2.061785,-1.862085,-2.353485,-2.733385,-1.122185,-1.224585,2.4261,2.0153,3.1404,2.5063
-1.035885,-1.070685,-1.715085,2.2556,2.7561,1.7036,-0.5052853,-0.0891853,-3.138185,-1.606485,-0.4934853,-2.608185,-2.525885,-0.3868853,0.5729,-1.006685,3.0423,2.0531,-0.1015853,-1.995385,-2.368585,1.9555,1.3706,3.0619,-0.4433853,1.9141,0.3328,1.227,-1.019785,-2.020285,-0.9551853,-3.021585,1.5506,-1.044585,-1.127885,-3.086385,-3.086085,-2.051185,1.1242,-0.3844853,-0.3762853,1.1144,1.015,-2.739785,-2.022385,2.9653,-0.6053853,0.6603,-1.047085,-2.149185,-2.812985,-0.2357853,-0.0965853,0.7027,1.1677,-2.201685,1.2001,-3.012985,-1.219585,3.1059,1.771,2.4613,-1.134185,2.5647,2.9765,0.3394,1.585,3.0213,0.1562,1.852,-1.329285,-0.8715853,1.6759,-1.246885,-0.6975853,-0.5717853,2.6036,3.0915,-0.5998853,1.0702,-0.9153853,-2.203385,2.6274,-1.159185,0.2192,-2.089185,-1.886685,-2.377585,-2.757785,-1.145085,-1.249185,2.4022,1.9916,3.1166,2.4799
-1.059885,-1.094285,-1.739285,2.2326,2.7317,1.6798,-0.5287853,-0.1134853,3.1226,-1.630885,-0.5167853,-2.632785,-2.548985,-0.4097853,0.5495,-1.029485,3.0179,2.0271,-0.1255853,-2.018685,-2.392885,1.9318,1.3472,3.0376,-0.4675853,1.8905,0.3088,1.203,-1.043885,-2.044185,-0.9787853,-3.045085,1.5274,-1.069185,-1.151085,-3.111185,-3.110585,-2.074985,1.0995,-0.4078853,-0.3996853,1.0906,0.9906,-2.764485,-2.045885,2.9407,-0.6293853,0.6363,-1.071585,-2.173085,-2.837785,-0.2614853,-0.1201853,0.6793,1.1434,-2.226385,1.177,-3.038185,-1.242885,3.0817,1.7452,2.4369,-1.157885,2.5405,2.952,0.3166,1.5605,2.9968,0.1333,1.8267,-1.353685,-0.8968853,1.6517,-1.271085,-0.7209853,-0.5947853,2.5794,3.0696,-0.6235853,1.0481,-0.9393853,-2.227885,2.605,-1.182685,0.1951,-2.111285,-1.910485,-2.402085,-2.780985,-1.169285,-1.274585,2.3784,1.9657,3.0937,2.4575
-1.085285,-1.118985,-1.762685,2.2071,2.7079,1.6551,-0.5536853,-0.1386853,3.0979,-1.654985,-0.5413853,-2.655685,-2.572485,-0.4328853,0.5263,-1.053385,2.9942,2.0041,-0.1501853,-2.043685,-2.417085,1.9076,1.3224,3.013,-0.4926853,1.8664,0.2842,1.1782,-1.070985,-2.068785,-1.003285,-3.068585,1.5032,-1.093485,-1.174585,-3.136485,-3.135485,-2.098185,1.0739,-0.4322853,-0.4239853,1.0653,0.9659,-2.788685,-2.069585,2.9158,-0.6527853,0.6112,-1.095085,-2.196985,-2.860585,-0.2846853,-0.1450853,0.6561,1.1188,-2.251185,1.1535,-3.060885,-1.267785,3.0563,1.7215,2.4132,-1.181185,2.5159,2.9312,0.292,1.5352,2.9731,0.1099,1.804,-1.378585,-0.9210853,1.6271,-1.295185,-0.7451853,-0.6191853,2.5557,3.0426,-0.6481853,1.0197,-0.9638853,-2.252785,2.5795,-1.206885,0.1709,-2.136685,-1.933885,-2.425885,-2.804285,-1.192185,-1.298485,2.3547,1.9402,3.0708,2.4328
-1.109385,-1.143185,-1.786685,2.1837,2.6825,1.6313,-0.5781853,-0.1636853,3.0712,-1.679085,-0.5649853,-2.678385,-2.594985,-0.4549853,0.503,-1.077585,2.971,1.979,-0.1737853,-2.067585,-2.441285,1.8837,1.2985,2.9885,-0.5171853,1.8421,0.2602,1.1541,-1.095485,-2.093185,-1.027385,-3.093285,1.4795,-1.118185,-1.198385,3.1223,3.1234,-2.122285,1.0489,-0.4560853,-0.4477853,1.0409,0.9413,-2.812785,-2.092785,2.8905,-0.6764853,0.5881,-1.119185,-2.220985,-2.886785,-0.3098853,-0.1693853,0.6328,1.0944,-2.275685,1.1305,-3.085585,-1.290085,3.0287,1.6972,2.3886,-1.205385,2.4944,2.9057,0.2679,1.5107,2.9489,0.0867,1.7779,-1.400785,-0.9455853,1.6026,-1.319185,-0.7690853,-0.6417853,2.5328,3.0171,-0.6729853,0.9973,-0.9876853,-2.277685,2.5571,-1.230885,0.1475,-2.160185,-1.957085,-2.449785,-2.827685,-1.217385,-1.323785,2.3308,1.9145,3.0481,2.4087
-1.134385,-1.167785,-1.810285,2.1598,2.6584,1.6072,-0.6027853,-0.1882853,3.0486,-1.703485,-0.5880853,-2.701185,-2.617885,-0.4779853,0.48,-1.101685,2.9467,1.956,-0.1977853,-2.091285,-2.465485,1.8596,1.2733,2.9637,-0.5413853,1.8169,0.2357,1.1298,-1.119985,-2.117685,-1.051085,-3.116785,1.4548,-1.142685,-1.222385,3.0983,3.0995,-2.146585,1.0254,-0.4796853,-0.4715853,1.0178,0.9173,-2.837685,-2.116585,2.8667,-0.7005853,0.5651,-1.144185,-2.245085,-2.909785,-0.3363853,-0.1937853,0.6087,1.0698,-2.300285,1.1054,-3.109785,-1.313685,3.0038,1.673,2.3646,-1.229585,2.4653,2.8808,0.2449,1.4866,2.9251,0.0632,1.7538,-1.426185,-0.9701853,1.578,-1.343885,-0.7929853,-0.6667853,2.5091,2.9938,-0.6975853,0.9735,-1.011985,-2.303685,2.5322,-1.255085,0.1236,-2.186485,-1.981085,-2.474485,-2.851985,-1.240985,-1.347985,2.3072,1.8905,3.0254,2.3832
-1.158785,-1.191985,-1.833685,2.1348,2.6331,1.5836,-0.6271853,-0.2121853,3.024,-1.727085,-0.6120853,-2.724585,-2.641285,-0.5019853,0.4561,-1.124985,2.9222,1.932,-0.2222853,-2.114785,-2.489585,1.8352,1.25,2.9392,-0.5654853,1.7938,0.212,1.1058,-1.143985,-2.142285,-1.074985,3.1414,1.4312,-1.166885,-1.246985,3.0746,3.0765,-2.170185,1.0011,-0.5039853,-0.4955853,0.9933,0.8934,-2.861785,-2.139985,2.8425,-0.7246853,0.5414,-1.166985,-2.269085,-2.931585,-0.3602853,-0.2182853,0.5847,1.0454,-2.325585,1.0812,-3.134685,-1.340385,2.978,1.6492,2.3398,-1.253585,2.4481,2.8563,0.221,1.4626,2.8993,0.0394,1.7299,-1.446885,-0.9934853,1.5539,-1.368285,-0.8166853,-0.6908853,2.4855,2.9694,-0.7219853,0.9497,-1.036085,-2.325285,2.51,-1.278885,0.0999,-2.208285,-2.005485,-2.498085,-2.875185,-1.266885,-1.372885,2.283,1.8655,3.0006,2.3591
-1.183485,-1.215985,-1.857085,2.1116,2.6092,1.5592,-0.6518853,-0.2365853,2.9998,-1.752085,-0.6355853,-2.748185,-2.665185,-0.5255853,0.4322,-1.149285,2.8979,1.9092,-0.2465853,-2.138385,-2.514485,1.8091,1.2258,2.9146,-0.5895853,1.7693,0.1886,1.0818,-1.168185,-2.166885,-1.099085,3.1177,1.4071,-1.192485,-1.271385,3.051,3.0534,-2.194585,0.9762,-0.5280853,-0.5198853,0.9692,0.8696,-2.886685,-2.163685,2.818,-0.7487853,0.5174,-1.191985,-2.293485,-2.956985,-0.3844853,-0.2426853,0.5611,1.0204,-2.349885,1.0577,3.1243,-1.363685,2.9519,1.6259,2.3151,-1.277785,2.4191,2.8336,0.1972,1.4381,2.874,0.0156,1.7042,-1.469485,-1.018285,1.5295,-1.393585,-0.8411853,-0.7158853,2.4609,2.9475,-0.7467853,0.9212,-1.058885,-2.348385,2.4856,-1.303785,0.0765,-2.232585,-2.028685,-2.524385,-2.898385,-1.288885,-1.396785,2.2587,1.8432,2.978,2.3333
-1.208285,-1.240285,-1.880485,2.0861,2.5852,1.5348,-0.6775853,-0.2615853,2.9764,-1.776985,-0.6593853,-2.772085,-2.688585,-0.5492853,0.4079,-1.172185,2.8733,1.8844,-0.2712853,-2.162185,-2.538585,1.7849,1.2012,2.8901,-0.6137853,1.7445,0.1647,1.0574,-1.192185,-2.190785,-1.123285,3.0936,1.3832,-1.216685,-1.295485,3.0271,3.0296,-2.218985,0.9516,-0.5525853,-0.5441853,0.9446,0.8446,-2.911685,-2.187385,2.7939,-0.7725853,0.4952,-1.217085,-2.317685,-2.980285,-0.4124853,-0.2676853,0.537,0.9959,-2.374185,1.033,3.1015,-1.388785,2.9262,1.6013,2.2912,-1.301285,2.3959,2.8095,0.174,1.4158,2.8507,-0.008385307,1.6797,-1.495685,-1.043485,1.504,-1.417385,-0.8647853,-0.7402853,2.4372,2.922,-0.7713853,0.8985,-1.082685,-2.373185,2.4614,-1.329585,0.053,-2.256185,-2.052185,-2.548885,-2.922485,-1.313985,-1.420885,2.2345,1.8186,2.9543,2.3094
-1.232585,-1.264485,-1.903685,2.0623,2.5607,1.5104,-0.7017853,-0.2867853,2.951,-1.801485,-0.6834853,-2.796285,-2.712285,-0.5730853,0.3838,-1.194985,2.8489,1.8603,-0.2958853,-2.186085,-2.563285,1.7612,1.1772,2.8657,-0.6379853,1.7202,0.1401,1.0329,-1.216585,-2.215185,-1.147685,3.0701,1.3594,-1.241285,-1.320285,3.0029,3.007,-2.243185,0.9283,-0.5770853,-0.5688853,0.919,0.8204,-2.936385,-2.211885,2.7691,-0.7969853,0.4703,-1.240085,-2.342085,-3.005385,-0.4340853,-0.2922853,0.513,0.9714,-2.398285,1.0101,3.0774,-1.412385,2.8999,1.5767,2.2654,-1.325485,2.3726,2.7823,0.1494,1.3912,2.8259,-0.03238531,1.6563,-1.521285,-1.068185,1.4806,-1.442885,-0.8866853,-0.7647853,2.4119,2.8975,-0.7966853,0.8738,-1.105885,-2.398085,2.4384,-1.354285,0.0294,-2.281885,-2.076385,-2.572585,-2.946085,-1.340485,-1.445285,2.2094,1.7948,2.93,2.284
-1.257385,-1.288285,-1.926985,2.0382,2.5376,1.4864,-0.7262853,-0.3120853,2.9275,-1.826085,-0.7080853,-2.819785,-2.736485,-0.5967853,0.3599,-1.218885,2.8242,1.8355,-0.3205853,-2.209885,-2.587985,1.7369,1.1525,2.8413,-0.6625853,1.6959,0.1151,1.0085,-1.240685,-2.239585,-1.172085,3.0462,1.3354,-1.266285,-1.344185,2.9782,2.9844,-2.267485,0.9059,-0.6016853,-0.5933853,0.896,0.7954,-2.961185,-2.235885,2.7446,-0.8209853,0.4484,-1.264685,-2.366285,-3.030185,-0.4572853,-0.3161853,0.4886,0.947,-2.422585,0.9842,3.0538,-1.435785,2.8757,1.5524,2.2422,-1.349285,2.3465,2.7609,0.1261,1.3668,2.8014,-0.05698531,1.6321,-1.546885,-1.091385,1.4562,-1.466585,-0.9101853,-0.7886853,2.3883,2.8717,-0.8212853,0.8507,-1.129285,-2.421785,2.4134,-1.370185,0.0058,-2.305485,-2.100585,-2.597485,-2.969985,-1.364785,-1.469185,2.1848,1.7721,2.9061,2.2595
-1.280485,-1.312685,-1.950085,2.014,2.5127,1.4624,-0.7504853,-0.3358853,2.9021,-1.850085,-0.7321853,-2.844585,-2.761185,-0.6215853,0.3354,-1.242785,2.8,1.8124,-0.3450853,-2.234085,-2.612385,1.7125,1.1287,2.817,-0.6868853,1.6724,0.0908,0.9841,-1.264785,-2.264385,-1.196485,3.0214,1.3117,-1.291285,-1.367985,2.9528,2.9614,-2.291885,0.8839,-0.6264853,-0.6182853,0.8705,0.7701,-2.986285,-2.260885,2.72,-0.8452853,0.4245,-1.291285,-2.390785,-3.053885,-0.4812853,-0.3406853,0.4649,0.923,-2.447485,0.9603,3.0301,-1.459285,2.853,1.5281,2.2181,-1.373085,2.3168,2.7372,0.1017,1.3433,2.7769,-0.08128531,1.6073,-1.568785,-1.117785,1.4317,-1.490485,-0.9336853,-0.8127853,2.3641,2.8461,-0.8465853,0.8219,-1.152685,-2.445885,2.3892,-1.402285,-0.01628531,-2.329885,-2.125185,-2.622185,-2.995085,-1.389185,-1.493485,2.1603,1.7471,2.8816,2.234
