source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0
1.9426,1.9515,1.2251,-0.9905853,-0.5432853,-1.578585,2.4152,2.8292,-0.1746853,1.3537,2.5489,0.4315,0.515,2.6488,-2.665085,1.9296,-0.2301853,-1.261885,2.9043,1.0477,0.6412,-1.296885,-1.914085,-0.2431853,2.5619,-1.368985,-2.999885,-2.095085,1.9547,0.9199,2.0126,0.0145,-1.687585,1.8907,1.9069,-0.1411853,-0.1442853,0.9954,-2.194285,2.5905,2.5985,-2.206585,-2.337585,0.198,1.0224,-0.3518853,2.4241,-2.685985,1.9811,0.8189,0.1342,2.7353,2.8391,-2.538485,-2.141785,0.7752,-2.119085,-0.05748531,1.8188,-0.2662853,-1.565685,-0.8290853,1.9184,-0.7104853,-0.2930853,-2.920285,-1.621985,-0.2680853,-3.081885,-1.443185,1.6248,2.0852,-1.668085,1.7464,2.2408,2.4446,-0.7187853,-0.2375853,2.3422,-2.279585,2.0264,0.7703,-0.6353853,1.7975,-3.126985,0.8599,1.0689,0.6145,0.2649,1.8718,1.7357,-0.9118853,-1.326885,-0.1241853,-0.8753853
1.9305,1.933,1.2134,-1.011085,-0.5557853,-1.590385,2.4028,2.8162,-0.1856853,1.3411,2.5293,0.417,0.4998,2.6338,-2.683185,1.9168,-0.2449853,-1.270785,2.8892,1.0283,0.625,-1.315085,-1.926685,-0.2547853,2.5464,-1.381285,-3.012285,-2.107285,1.9435,0.9077,2.0012,-0.004985307,-1.706285,1.878,1.8896,-0.1536853,-0.1549853,0.9767,-2.204585,2.5786,2.5867,-2.217985,-2.350185,0.1851,1.0029,-0.3631853,2.4077,-2.699185,1.966,0.8074,0.1224,2.7221,2.8268,-2.557485,-2.152985,0.7614,-2.129985,-0.0684853,1.7981,-0.2785853,-1.576985,-0.8423853,1.9063,-0.7250853,-0.3083853,-2.934885,-1.636385,-0.2823853,-3.100685,-1.454485,1.6149,2.0734,-1.680185,1.7332,2.2296,2.4286,-0.7296853,-0.2492853,2.3301,-2.291685,2.015,0.7561,-0.6478853,1.7851,-3.138585,0.8462,1.0573,0.6007,0.2517,1.8561,1.7234,-0.9231853,-1.338785,-0.1368853,-0.8874853
1.9187,1.9137,1.2016,-1.033085,-0.5676853,-1.602885,2.3905,2.8042,-0.1971853,1.3285,2.5094,0.401,0.4828,2.6172,-2.702585,1.9064,-0.2605853,-1.281985,2.8737,1.0084,0.6088,-1.332285,-1.940685,-0.2664853,2.5302,-1.395485,-3.024285,-2.119585,1.9324,0.8953,1.9899,-0.02628531,-1.726185,1.8653,1.8719,-0.1665853,-0.1663853,0.9552,-2.215485,2.5666,2.5747,-2.230285,-2.361785,0.173,0.9821,-0.3753853,2.3906,-2.708685,1.9475,0.7956,0.1093,2.7112,2.8145,-2.577685,-2.164185,0.7484,-2.140085,-0.07888531,1.7773,-0.2902853,-1.590685,-0.8556853,1.8937,-0.7371853,-0.3242853,-2.947385,-1.652985,-0.2973853,-3.119685,-1.468985,1.6029,2.0621,-1.691585,1.7195,2.2174,2.4116,-0.7414853,-0.2620853,2.3184,-2.304785,2.0031,0.7474,-0.6615853,1.7746,3.1326,0.8364,1.0456,0.5878,0.2385,1.8395,1.7116,-0.9361853,-1.351485,-0.1533853,-0.9009853
1.9072,1.894,1.1899,-1.056585,-0.5813853,-1.615685,2.3776,2.7911,-0.2090853,1.3156,2.4887,0.3835,0.4645,2.5992,-2.722485,1.8953,-0.2763853,-1.293685,2.8569,0.9884,0.5917,-1.349685,-1.954485,-0.2785853,2.5136,-1.409185,-3.036485,-2.131785,1.9206,0.8828,1.9781,-0.04818531,-1.747085,1.8535,1.8538,-0.1794853,-0.1779853,0.9324,-2.226085,2.5539,2.562,-2.242085,-2.374485,0.1609,0.962,-0.3868853,2.3731,-2.721685,1.9251,0.7836,0.0973,2.6997,2.8019,-2.598485,-2.175885,0.7349,-2.154685,-0.09108531,1.754,-0.3011853,-1.601785,-0.8706853,1.8801,-0.7478853,-0.3431853,-2.961285,-1.670885,-0.3127853,-3.140485,-1.483685,1.5906,2.0502,-1.704585,1.7045,2.2066,2.3948,-0.7517853,-0.2748853,2.3063,-2.316785,1.9917,0.7339,-0.6768853,1.7619,3.1207,0.8214,1.0342,0.5726,0.2237,1.8217,1.6984,-0.9480853,-1.362385,-0.1707853,-0.9126853
1.8955,1.8748,1.1782,-1.079185,-0.5956853,-1.629685,2.3657,2.7785,-0.2230853,1.3026,2.469,0.3633,0.4439,2.5791,-2.743185,1.8824,-0.2930853,-1.304885,2.84,0.9684,0.5745,-1.367685,-1.968885,-0.2910853,2.4966,-1.423085,-3.049385,-2.144485,1.909,0.8707,1.9657,-0.0710853,-1.768885,1.8405,1.8347,-0.1923853,-0.1890853,0.909,-2.237385,2.5408,2.549,-2.253685,-2.386385,0.1483,0.9426,-0.3986853,2.3548,-2.734085,1.9037,0.7712,0.0845,2.6859,2.7896,-2.618285,-2.187685,0.7199,-2.166785,-0.1025853,1.7349,-0.3132853,-1.614885,-0.8861853,1.8656,-0.7601853,-0.3617853,-2.978485,-1.687885,-0.3290853,3.1221,-1.496985,1.5766,2.0373,-1.717085,1.6889,2.1962,2.3774,-0.7638853,-0.2860853,2.2939,-2.329185,1.9793,0.7217,-0.6916853,1.7506,3.1093,0.811,1.0229,0.5577,0.209,1.8038,1.6842,-0.9628853,-1.376785,-0.1894853,-0.9245853
1.8818,1.8563,1.1665,-1.100985,-0.6098853,-1.644185,2.3534,2.7674,-0.2354853,1.2902,2.4492,0.342,0.4223,2.5581,-2.763885,1.8709,-0.3088853,-1.319185,2.8237,0.949,0.5568,-1.386185,-1.983885,-0.3039853,2.4793,-1.437785,-3.061485,-2.156685,1.8964,0.8585,1.9532,-0.09118531,-1.790585,1.828,1.816,-0.2044853,-0.2003853,0.8849,-2.249985,2.5276,2.5357,-2.265585,-2.399185,0.1363,0.9233,-0.4113853,2.3369,-2.746085,1.882,0.7586,0.0717,2.6749,2.7777,-2.638185,-2.199985,0.7022,-2.179485,-0.1134853,1.7172,-0.3242853,-1.627285,-0.9029853,1.8522,-0.7875853,-0.3787853,-2.994685,-1.705285,-0.3468853,3.101,-1.515185,1.5631,2.0263,-1.729485,1.672,2.1833,2.3605,-0.7753853,-0.2983853,2.2821,-2.342085,1.9689,0.7091,-0.7091853,1.7383,3.0973,0.7967,1.0106,0.5426,0.1922,1.7861,1.6687,-0.9764853,-1.388485,-0.2109853,-0.9375853
1.8689,1.8387,1.1553,-1.121185,-0.6262853,-1.659485,2.3405,2.7547,-0.2486853,1.2772,2.4298,0.3208,0.3993,2.5347,-2.784585,1.8595,-0.3249853,-1.331185,2.8069,0.9304,0.5394,-1.404385,-1.999085,-0.3173853,2.4619,-1.452785,-3.074285,-2.169285,1.8836,0.8466,1.9402,-0.1085853,-1.811785,1.8159,1.798,-0.2169853,-0.2115853,0.8628,-2.262885,2.5134,2.5216,-2.277585,-2.411285,0.1241,0.9029,-0.4243853,2.3183,-2.755885,1.8579,0.7455,0.0589,2.6573,2.7651,-2.657785,-2.213085,0.6852,-2.193485,-0.1261853,1.7033,-0.3362853,-1.640585,-0.9203853,1.838,-0.8001853,-0.3945853,-3.012885,-1.723685,-0.3638853,3.0797,-1.531185,1.5531,2.0134,-1.743185,1.6543,2.1714,2.3436,-0.7881853,-0.3080853,2.2695,-2.354385,1.9572,0.6928,-0.7265853,1.7258,3.0866,0.7851,0.9993,0.5261,0.1746,1.7684,1.6529,-0.9901853,-1.404085,-0.2337853,-0.9493853
1.8549,1.8216,1.1439,-1.139485,-0.6432853,-1.674785,2.3288,2.7423,-0.2636853,1.2629,2.4099,0.2971,0.3756,2.5111,-2.805785,1.8491,-0.3414853,-1.344585,2.7901,0.9116,0.5218,-1.422785,-2.014785,-0.3313853,2.4448,-1.467885,-3.086985,-2.182085,1.8699,0.8347,1.9269,-0.1270853,-1.833385,1.8036,1.7791,-0.2295853,-0.2230853,0.8417,-2.276085,2.4995,2.5077,-2.290385,-2.424385,0.1122,0.8846,-0.4375853,2.3004,-2.768685,1.8365,0.732,0.0464,2.644,2.7534,-2.676685,-2.226585,0.6685,-2.206185,-0.1387853,1.6857,-0.3474853,-1.652885,-0.9385853,1.822,-0.8129853,-0.4124853,-3.030585,-1.741285,-0.3830853,3.0587,-1.546585,1.5376,1.9973,-1.753585,1.6363,2.1596,2.3265,-0.8009853,-0.3210853,2.2573,-2.365485,1.9455,0.6759,-0.7447853,1.7138,3.075,0.77,0.9866,0.5096,0.1562,1.7521,1.6361,-1.004685,-1.418385,-0.2577853,-0.9608853
1.8409,1.8043,1.1331,-1.156785,-0.6602853,-1.691385,2.3166,2.7299,-0.2800853,1.2487,2.3893,0.2734,0.3519,2.487,-2.826285,1.8377,-0.3576853,-1.357185,2.7733,0.8913,0.5039,-1.441985,-2.031285,-0.3461853,2.427,-1.483785,-3.100685,-2.195585,1.8532,0.8228,1.9126,-0.1450853,-1.855285,1.7919,1.7601,-0.2432853,-0.2364853,0.8231,-2.291185,2.4844,2.4926,-2.304485,-2.436985,0.0997,0.8658,-0.4501853,2.2824,-2.779585,1.8178,0.7185,0.0329,2.6273,2.7419,-2.695085,-2.241085,0.6523,-2.222585,-0.1514853,1.6663,-0.3565853,-1.665985,-0.9573853,1.8041,-0.8315853,-0.4296853,-3.048885,-1.761085,-0.3990853,3.038,-1.565185,1.5257,1.986,-1.766885,1.6179,2.1482,2.3091,-0.8130853,-0.3332853,2.245,-2.377285,1.9341,0.6622,-0.7633853,1.7014,3.0635,0.757,0.9748,0.4911,0.138,1.7349,1.6191,-1.019185,-1.435385,-0.2809853,-0.9724853
1.8252,1.7869,1.1216,-1.173085,-0.6783853,-1.707985,2.3043,2.7179,-0.2937853,1.2336,2.3686,0.2491,0.3293,2.464,-2.847585,1.8252,-0.3748853,-1.370185,2.7561,0.872,0.487,-1.460885,-2.047385,-0.3616853,2.4094,-1.500185,-3.113385,-2.208885,1.8377,0.8108,1.8984,-0.1658853,-1.875585,1.7795,1.7422,-0.2559853,-0.2486853,0.8052,-2.304985,2.4694,2.4777,-2.317485,-2.451585,0.0878,0.8472,-0.4661853,2.2641,-2.792385,1.7979,0.7045,0.0196,2.6101,2.7293,-2.714385,-2.256785,0.634,-2.236185,-0.1652853,1.6414,-0.3698853,-1.677885,-0.9754853,1.7869,-0.8539853,-0.4471853,-3.067085,-1.780385,-0.4166853,3.0165,-1.582685,1.5134,1.9706,-1.779285,1.6,2.1367,2.2911,-0.8258853,-0.3471853,2.2315,-2.389885,1.9215,0.6431,-0.7822853,1.6878,3.0521,0.743,0.9622,0.4746,0.1186,1.7176,1.6004,-1.035385,-1.452985,-0.3045853,-0.9852853
1.8084,1.7698,1.1102,-1.189885,-0.6956853,-1.724785,2.2927,2.7067,-0.3098853,1.2185,2.3485,0.2269,0.3071,2.4423,-2.868685,1.8126,-0.3916853,-1.384785,2.7398,0.8525,0.47,-1.479085,-2.064085,-0.3776853,2.3928,-1.516885,-3.126185,-2.222585,1.822,0.7986,1.8841,-0.1847853,-1.897685,1.7669,1.7238,-0.2685853,-0.2597853,0.7878,-2.319185,2.4546,2.4628,-2.332885,-2.464885,0.0757,0.8275,-0.4815853,2.2458,-2.803685,1.7812,0.6901,0.0048,2.5959,2.7166,-2.733285,-2.272285,0.6172,-2.250985,-0.1790853,1.6188,-0.3810853,-1.691185,-0.9928853,1.77,-0.8690853,-0.4637853,-3.086985,-1.799185,-0.4335853,2.9958,-1.599785,1.4981,1.9623,-1.791085,1.5824,2.1249,2.2739,-0.8396853,-0.3628853,2.2188,-2.402185,1.9099,0.6283,-0.8020853,1.6731,3.0405,0.7302,0.948,0.4559,0.0995,1.7001,1.583,-1.049885,-1.467985,-0.3282853,-0.9957853
1.7918,1.7523,1.0986,-1.207985,-0.7126853,-1.741885,2.281,2.6945,-0.3259853,1.203,2.3283,0.2041,0.2853,2.421,-2.889285,1.8022,-0.4088853,-1.399085,2.7227,0.8326,0.453,-1.499685,-2.081085,-0.3940853,2.3757,-1.533985,-3.140485,-2.236885,1.8052,0.7858,1.8696,-0.2056853,-1.917685,1.7549,1.7063,-0.2811853,-0.2715853,0.7714,-2.333985,2.4388,2.447,-2.348185,-2.478285,0.0633,0.8078,-0.4967853,2.2273,-2.815485,1.7645,0.675,-0.007885307,2.5774,2.7036,-2.753685,-2.288385,0.6002,-2.266785,-0.1926853,1.5969,-0.3932853,-1.705085,-1.010185,1.7498,-0.8839853,-0.4801853,-3.106985,-1.820085,-0.4503853,2.975,-1.619085,1.4863,1.9406,-1.805385,1.5652,2.1132,2.2565,-0.8545853,-0.3764853,2.2053,-2.413485,1.8975,0.6122,-0.8196853,1.6593,3.0297,0.7156,0.9351,0.4392,0.0808,1.6818,1.565,-1.065485,-1.485685,-0.3504853,-1.008685
1.7743,1.7342,1.0864,-1.225785,-0.7305853,-1.759485,2.2692,2.6833,-0.3420853,1.1868,2.3079,0.1834,0.264,2.3994,-2.910085,1.7905,-0.4267853,-1.415085,2.7054,0.8126,0.4354,-1.519285,-2.098285,-0.4109853,2.3584,-1.551485,3.1282,-2.251685,1.7883,0.7726,1.8543,-0.2239853,-1.937985,1.7419,1.6871,-0.2949853,-0.2832853,0.7544,-2.349685,2.4227,2.4309,-2.363185,-2.493385,0.0513,0.7877,-0.5133853,2.2086,-2.826885,1.7495,0.6596,-0.02238531,2.5614,2.6909,-2.773785,-2.305385,0.5843,-2.281085,-0.2061853,1.5769,-0.4067853,-1.718985,-1.026985,1.7313,-0.9055853,-0.4996853,-3.126385,-1.838185,-0.4648853,2.9543,-1.635985,1.4698,1.9296,-1.819585,1.5484,2.1018,2.2385,-0.8692853,-0.3933853,2.1905,-2.426685,1.8849,0.5965,-0.8392853,1.6424,3.0177,0.7013,0.9203,0.4234,0.0613,1.6648,1.5477,-1.081485,-1.502085,-0.3711853,-1.020285
1.7569,1.7159,1.0742,-1.245085,-0.7481853,-1.777585,2.2559,2.6702,-0.3576853,1.1703,2.2876,0.1617,0.2427,2.378,-2.929785,1.778,-0.4438853,-1.431585,2.688,0.7926,0.4177,-1.538285,-2.116185,-0.4283853,2.3416,-1.569585,3.113,-2.267285,1.7708,0.7589,1.8383,-0.2434853,-1.957985,1.7278,1.6676,-0.3091853,-0.2948853,0.7368,-2.366285,2.4058,2.414,-2.379885,-2.507885,0.039,0.7675,-0.5307853,2.1897,-2.838385,1.7301,0.643,-0.03858531,2.5437,2.6768,-2.794385,-2.322485,0.5689,-2.300085,-0.2221853,1.5585,-0.4181853,-1.735885,-1.043385,1.7121,-0.9167853,-0.5173853,3.1392,-1.859385,-0.4829853,2.9342,-1.652185,1.4561,1.9085,-1.831485,1.5312,2.0891,2.22,-0.8868853,-0.4063853,2.176,-2.440185,1.8719,0.5794,-0.8572853,1.6259,3.005,0.6847,0.9053,0.4056,0.0432,1.6475,1.5305,-1.098085,-1.517785,-0.3921853,-1.032985
1.7386,1.6977,1.0613,-1.264085,-0.7633853,-1.796085,2.2426,2.6576,-0.3759853,1.154,2.2682,0.14,0.2222,2.3571,-2.950185,1.7647,-0.4623853,-1.448685,2.6698,0.7724,0.4003,-1.557585,-2.133785,-0.4460853,2.324,-1.587485,3.0968,-2.283385,1.7533,0.7447,1.8215,-0.2613853,-1.976885,1.7136,1.648,-0.3239853,-0.3069853,0.719,-2.382985,2.3881,2.3963,-2.396185,-2.523585,0.0252,0.7475,-0.5484853,2.1704,-2.852785,1.714,0.6262,-0.05368531,2.5245,2.6621,-2.814585,-2.340285,0.5526,-2.317285,-0.2368853,1.541,-0.4294853,-1.752185,-1.060285,1.6925,-0.9449853,-0.5347853,3.1182,-1.879985,-0.4995853,2.9146,-1.669285,1.4397,1.8957,-1.848285,1.5149,2.0767,2.2018,-0.9033853,-0.4237853,2.1607,-2.453685,1.8594,0.5624,-0.8759853,1.6086,2.9928,0.6698,0.8895,0.39,0.0229,1.6284,1.5143,-1.114585,-1.534785,-0.4135853,-1.045785
1.7205,1.6795,1.0481,-1.282985,-0.7804853,-1.814185,2.2291,2.6446,-0.3923853,1.1373,2.2488,0.1202,0.2015,2.337,-2.970885,1.7528,-0.4810853,-1.466985,2.652,0.7528,0.3824,-1.575985,-2.152185,-0.4638853,2.3068,-1.606385,3.0809,-2.299785,1.7355,0.7301,1.8042,-0.2787853,-1.995885,1.6977,1.6279,-0.3389853,-0.3194853,0.7002,-2.400385,2.3704,2.3785,-2.414185,-2.539585,0.0108,0.7277,-0.5659853,2.1514,-2.865585,1.6964,0.6088,-0.07028531,2.5101,2.647,-2.834885,-2.357985,0.5356,-2.334285,-0.2543853,1.5233,-0.4466853,-1.767185,-1.075985,1.6714,-0.9529853,-0.5519853,3.1007,-1.898685,-0.5168853,2.895,-1.685985,1.4232,1.8739,-1.864185,1.4986,2.0642,2.1828,-0.9222853,-0.4405853,2.1449,-2.468585,1.8446,0.5474,-0.8951853,1.5876,2.981,0.6499,0.8726,0.3719,0.0047,1.611,1.4983,-1.132785,-1.550385,-0.4346853,-1.058785
1.7033,1.6618,1.0343,-1.301185,-0.7964853,-1.833185,2.2154,2.631,-0.4095853,1.1202,2.2299,0.0979,0.1811,2.3162,-2.989785,1.7397,-0.4991853,-1.486185,2.6335,0.7339,0.3641,-1.594185,-2.170885,-0.4820853,2.289,-1.625085,3.0644,-2.316785,1.7176,0.7142,1.7861,-0.2975853,-2.014885,1.6804,1.6071,-0.3552853,-0.3337853,0.6809,-2.418685,2.3521,2.3603,-2.432785,-2.555485,-0.004285307,0.7083,-0.5837853,2.1323,-2.879185,1.677,0.5907,-0.08688531,2.4922,2.6313,-2.854385,-2.375885,0.518,-2.352485,-0.2709853,1.5046,-0.4597853,-1.783985,-1.092585,1.6497,-0.9743853,-0.5713853,3.0809,-1.918885,-0.5332853,2.8757,-1.700685,1.4081,1.8615,-1.879185,1.4826,2.0512,2.1643,-0.9411853,-0.4594853,2.1279,-2.483885,1.831,0.5291,-0.9127853,1.5725,2.967,0.635,0.855,0.3562,-0.01408531,1.5917,1.4825,-1.151385,-1.568785,-0.4550853,-1.074485
1.6844,1.6448,1.0202,-1.318885,-0.8123853,-1.852585,2.1991,2.6169,-0.4265853,1.1029,2.2119,0.0771,0.1614,2.2952,-3.008285,1.7256,-0.5180853,-1.503985,2.6151,0.7155,0.346,-1.612485,-2.189485,-0.5001853,2.2712,-1.643585,3.0467,-2.334485,1.7001,0.6977,1.7672,-0.3138853,-2.032685,1.6648,1.5875,-0.3721853,-0.3477853,0.6618,-2.437685,2.3331,2.3412,-2.450485,-2.571985,-0.02108531,0.6902,-0.6012853,2.1132,-2.894685,1.658,0.5719,-0.1052853,2.4716,2.614,-2.872985,-2.394285,0.5003,-2.370885,-0.2888853,1.4908,-0.4733853,-1.801885,-1.109385,1.629,-0.9983853,-0.5912853,3.0626,-1.939385,-0.5514853,2.8575,-1.718585,1.3896,1.839,-1.896285,1.4651,2.0377,2.146,-0.9617853,-0.4782853,2.1102,-2.500185,1.8161,0.5077,-0.9331853,1.5553,2.9531,0.6147,0.8356,0.3391,-0.03358531,1.5733,1.4667,-1.169985,-1.586685,-0.4757853,-1.090585
1.666,1.6271,1.0054,-1.336085,-0.8283853,-1.872485,2.1829,2.5997,-0.4454853,1.0848,2.1931,0.0572,0.1411,2.2747,-3.026285,1.711,-0.5367853,-1.521485,2.5961,0.6958,0.3282,-1.631185,-2.208785,-0.5183853,2.2534,-1.662385,3.0276,-2.352985,1.6795,0.6799,1.7471,-0.3326853,-2.051485,1.6472,1.568,-0.3903853,-0.3636853,0.6433,-2.457185,2.3131,2.3213,-2.469785,-2.590485,-0.03818531,0.6714,-0.6191853,2.0938,-2.907385,1.6406,0.5523,-0.1217853,2.4546,2.5973,-2.891085,-2.413285,0.4828,-2.390885,-0.3068853,1.4716,-0.4903853,-1.819385,-1.126385,1.6061,-1.010385,-0.6086853,3.043,-1.960785,-0.5688853,2.8395,-1.734685,1.3741,1.8252,-1.913785,1.4487,2.0218,2.127,-0.9817853,-0.4951853,2.0922,-2.517285,1.8006,0.4918,-0.9520853,1.5364,2.9392,0.5992,0.8172,0.322,-0.05338531,1.5546,1.4498,-1.188685,-1.602885,-0.4951853,-1.107285
1.6477,1.61,0.9896,-1.354485,-0.8459853,-1.892885,2.1647,2.5827,-0.4642853,1.0664,2.1746,0.0386,0.1225,2.2562,-3.045285,1.6958,-0.5557853,-1.540785,2.5769,0.6774,0.3096,-1.650385,-2.228585,-0.5368853,2.2355,-1.682185,3.0088,-2.371585,1.6614,0.6613,1.7274,-0.3493853,-2.070085,1.629,1.5502,-0.4090853,-0.3801853,0.6251,-2.476785,2.2934,2.3014,-2.487985,-2.608185,-0.05718531,0.6534,-0.6372853,2.0744,-2.924385,1.6205,0.5329,-0.1393853,2.4359,2.5786,-2.908785,-2.431985,0.4637,-2.410885,-0.3265853,1.4503,-0.5022853,-1.837285,-1.143585,1.5826,-1.032785,-0.6296853,3.0233,-1.982685,-0.5894853,2.8214,-1.751585,1.3556,1.8029,-1.932185,1.4311,2.0083,2.1083,-1.003985,-0.5144853,2.073,-2.534785,1.7835,0.4744,-0.9717853,1.5187,2.9237,0.5823,0.7976,0.3044,-0.07368531,1.534,1.4329,-1.208585,-1.621185,-0.5145853,-1.124285
1.6299,1.5926,0.9731,-1.371685,-0.8628853,-1.913485,2.1471,2.5648,-0.4821853,1.0486,2.1572,0.0202,0.104,2.239,-3.063185,1.6819,-0.5748853,-1.559985,2.5582,0.6595,0.2914,-1.667685,-2.247385,-0.5556853,2.2179,-1.701385,2.9901,-2.390785,1.6431,0.6419,1.7075,-0.3668853,-2.089185,1.6095,1.5321,-0.4281853,-0.3964853,0.6067,-2.495785,2.2745,2.2826,-2.507385,-2.626385,-0.0763853,0.6354,-0.6554853,2.0559,-2.942185,1.6031,0.5132,-0.1583853,2.4176,2.5594,-2.927385,-2.450685,0.445,-2.428185,-0.3470853,1.4323,-0.5207853,-1.856585,-1.161385,1.559,-1.055285,-0.6445853,3.0019,-2.004785,-0.6063853,2.803,-1.770685,1.3342,1.7864,-1.950785,1.4134,1.9929,2.0892,-1.026285,-0.5324853,2.0529,-2.553185,1.7662,0.4518,-0.9930853,1.4988,2.9076,0.5626,0.7775,0.2871,-0.09378531,1.5167,1.4152,-1.227485,-1.639985,-0.5332853,-1.142985
1.6111,1.5739,0.9553,-1.389785,-0.8812853,-1.934185,2.1287,2.5467,-0.5002853,1.031,2.1381,0.0023,0.0866,2.2211,-3.081885,1.6627,-0.5943853,-1.579885,2.5394,0.6413,0.2728,-1.686785,-2.266685,-0.5744853,2.1993,-1.721185,2.9706,-2.409885,1.6247,0.6215,1.6876,-0.3901853,-2.107185,1.5906,1.5144,-0.4481853,-0.4134853,0.5889,-2.515085,2.2546,2.2628,-2.527685,-2.644685,-0.09638531,0.6165,-0.6747853,2.0371,-2.959385,1.5866,0.4934,-0.1763853,2.4016,2.5395,-2.944485,-2.469785,0.4269,-2.447885,-0.3645853,1.4126,-0.5391853,-1.875685,-1.178985,1.5351,-1.078085,-0.6631853,2.9829,-2.026785,-0.6258853,2.7847,-1.787985,1.3165,1.7652,-1.970585,1.3957,1.9742,2.0699,-1.046885,-0.5528853,2.0334,-2.572685,1.748,0.4414,-1.011785,1.4799,2.8911,0.5438,0.7568,0.2698,-0.1139853,1.498,1.3971,-1.247185,-1.659485,-0.5512853,-1.161885
1.5916,1.5555,0.9364,-1.408185,-0.9002853,-1.955085,2.1096,2.5264,-0.5198853,1.0124,2.1193,-0.01518531,0.0686,2.2037,-3.099785,1.646,-0.6135853,-1.600285,2.5202,0.6228,0.2536,-1.705185,-2.287085,-0.5936853,2.1811,-1.741785,2.9515,-2.429485,1.6057,0.6007,1.668,-0.4061853,-2.125285,1.5695,1.4961,-0.4693853,-0.4317853,0.5705,-2.535085,2.2352,2.2434,-2.546385,-2.663085,-0.1180853,0.5976,-0.6942853,2.0183,-2.977785,1.5677,0.4735,-0.1958853,2.3827,2.5187,-2.965385,-2.489285,0.408,-2.465185,-0.3859853,1.3942,-0.5568853,-1.895285,-1.197985,1.5106,-1.097785,-0.6837853,2.9632,-2.047585,-0.6433853,2.7663,-1.807485,1.2949,1.7487,-1.989785,1.3769,1.9563,2.0514,-1.069185,-0.5712853,2.0132,-2.593385,1.7298,0.4138,-1.032585,1.4603,2.8731,0.5266,0.737,0.2493,-0.1337853,1.4803,1.3773,-1.266585,-1.678685,-0.5686853,-1.183285
1.5728,1.5367,0.9166,-1.426685,-0.9204853,-1.975985,2.0886,2.5063,-0.5392853,0.9936,2.1007,-0.03228531,0.0515,2.1865,-3.117885,1.6264,-0.6333853,-1.620285,2.5016,0.6042,0.2352,-1.723585,-2.307185,-0.6131853,2.1627,-1.762485,2.9316,-2.449585,1.5868,0.5791,1.6483,-0.4248853,-2.143585,1.5478,1.4778,-0.4907853,-0.4520853,0.5531,-2.553985,2.2153,2.2235,-2.566985,-2.681785,-0.1401853,0.5787,-0.7146853,1.9992,-2.997785,1.5493,0.4535,-0.2148853,2.3642,2.4982,-2.984185,-2.508185,0.3904,-2.486385,-0.4049853,1.3752,-0.5767853,-1.914185,-1.216485,1.4857,-1.117485,-0.7023853,2.9439,-2.069085,-0.6621853,2.7475,-1.826485,1.2766,1.7251,-2.010885,1.3582,1.9371,2.0327,-1.090485,-0.5938853,1.9924,-2.614485,1.7089,0.3927,-1.051685,1.4408,2.8542,0.5061,0.7164,0.2315,-0.1532853,1.4605,1.3582,-1.285585,-1.697685,-0.5866853,-1.203885
1.553,1.5172,0.8958,-1.445185,-0.9396853,-1.997085,2.0679,2.4855,-0.5557853,0.9746,2.0825,-0.04798531,0.0343,2.1696,-3.136885,1.6059,-0.6534853,-1.641985,2.4821,0.585,0.2159,-1.742485,-2.327585,-0.6328853,2.1434,-1.783385,2.9109,-2.469985,1.567,0.5569,1.6286,-0.4430853,-2.161785,1.5268,1.4579,-0.5122853,-0.4724853,0.5356,-2.575285,2.1956,2.2039,-2.586985,-2.700385,-0.1625853,0.5601,-0.7338853,1.9803,-3.018985,1.532,0.4336,-0.2351853,2.343,2.4767,-3.001385,-2.528085,0.3717,-2.503685,-0.4246853,1.3578,-0.5975853,-1.935685,-1.235085,1.4606,-1.137285,-0.7197853,2.9243,-2.090385,-0.6796853,2.7288,-1.844885,1.2561,1.7081,-2.032185,1.3399,1.9178,2.013,-1.111585,-0.6125853,1.9724,-2.636185,1.6887,0.3739,-1.071885,1.4214,2.8338,0.4853,0.6965,0.2114,-0.1724853,1.4412,1.3385,-1.305185,-1.717585,-0.6026853,-1.226085
