source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,system_median
59.9548,59.9525,59.9539,59.9539,59.9548,59.9547,59.9551,59.9538,59.9553,59.9543,59.955,59.956,59.955,59.9556,59.9558,59.956,59.9529,59.955,59.954,59.9535,59.9558,59.9537,59.9547,59.956,59.9547,59.9537,59.9549,59.9538,59.9539,59.9535,59.9548,59.9537,59.9553,59.9516,59.9549,59.9554,59.9547,59.9545,59.9548,59.9537,59.9543,59.9548,59.9549,59.9535,59.9552,59.9538,59.9546,59.955,59.9536,59.9541,59.955,59.9539,59.9551,59.954,59.9556,59.9534,59.9546,59.9542,59.9541,59.9547,59.953,59.9551,59.9532,59.9551,59.9532,59.9532,59.9534,59.9552,59.9547,59.9504,59.9548,59.9554,59.9547,59.9522,59.9544,59.9534,59.9545,59.9532,59.9544,59.9549,59.9559,59.9527,59.9536,59.9545,59.951,59.9553,59.9536,59.9536,59.955,59.955,59.9558,59.9552,59.9549,59.9544,59.9546,59.9561,59.9546,59.9546
59.9543,59.9533,59.954,59.9541,59.9535,59.9534,59.9557,59.9537,59.9535,59.9544,59.9545,59.9552,59.9561,59.9549,59.9556,59.9552,59.9524,59.9546,59.9548,59.9546,59.9556,59.9539,59.9539,59.9537,59.9552,59.9549,59.9537,59.954,59.9533,59.9547,59.9526,59.9537,59.9546,59.9535,59.9541,59.9555,59.9555,59.9522,59.9531,59.9535,59.9533,59.954,59.954,59.954,59.9538,59.9536,59.9555,59.9548,59.953,59.9538,59.9547,59.9531,59.9552,59.9543,59.955,59.9538,59.9544,59.955,59.9537,59.9521,59.9541,59.952,59.9535,59.9545,59.9531,59.9546,59.9541,59.9549,59.9551,59.953,59.9545,59.9547,59.9551,59.9548,59.9541,59.9533,59.9551,59.953,59.9544,59.9539,59.9555,59.9526,59.953,59.9536,59.9522,59.9554,59.9518,59.9535,59.9551,59.9548,59.9555,59.9551,59.9548,59.9544,59.9549,59.9552,59.9535,59.9541
59.9536,59.9539,59.9532,59.9537,59.9553,59.9546,59.955,59.9539,59.9542,59.9538,59.9549,59.9555,59.9563,59.9554,59.9559,59.9552,59.9531,59.9538,59.9555,59.9549,59.9551,59.9544,59.9553,59.9554,59.9555,59.9546,59.9547,59.9542,59.9548,59.9529,59.9544,59.954,59.9553,59.9546,59.9569,59.9541,59.9563,59.9534,59.9531,59.954,59.9556,59.9548,59.9547,59.9553,59.9536,59.954,59.9545,59.9551,59.9522,59.9549,59.954,59.9534,59.954,59.9536,59.9552,59.9533,59.9542,59.9558,59.953,59.9559,59.9533,59.9537,59.954,59.9547,59.9532,59.9543,59.9533,59.9545,59.954,59.9599,59.955,59.9551,59.9549,59.9549,59.9537,59.9539,59.9548,59.9526,59.9548,59.955,59.9563,59.9515,59.9538,59.9535,59.9554,59.955,59.9533,59.9552,59.9548,59.9549,59.9543,59.955,59.9547,59.954,59.9546,59.9534,59.9534,59.9545
59.954,59.9538,59.953,59.9543,59.9547,59.9546,59.9552,59.9529,59.9537,59.9552,59.9538,59.9549,59.9538,59.9557,59.955,59.9538,59.9529,59.9539,59.9558,59.9545,59.9556,59.953,59.9546,59.9537,59.9551,59.9552,59.9537,59.9537,59.9559,59.9545,59.9555,59.9535,59.9541,59.9554,59.9527,59.9539,59.9562,59.9536,59.9532,59.9544,59.9546,59.9546,59.9545,59.9539,59.9537,59.9531,59.9541,59.9549,59.9525,59.954,59.9541,59.9522,59.9535,59.9534,59.9544,59.9548,59.9547,59.9547,59.9557,59.9543,59.9563,59.9529,59.9532,59.9548,59.9535,59.9551,59.9554,59.956,59.9543,59.956,59.9538,59.954,59.9544,59.9524,59.954,59.9538,59.9545,59.9526,59.9554,59.9545,59.9557,59.9529,59.9537,59.9533,59.9529,59.9554,59.953,59.9526,59.9541,59.9542,59.9554,59.9543,59.955,59.9546,59.9543,59.9537,59.9529,59.9542
59.9536,59.9539,59.9533,59.955,59.9555,59.9547,59.9542,59.9535,59.9536,59.955,59.9533,59.9532,59.956,59.9542,59.9552,59.9541,59.9516,59.9557,59.9563,59.9558,59.9539,59.9543,59.9553,59.9553,59.9537,59.9543,59.9557,59.9539,59.9558,59.9543,59.9543,59.9541,59.9543,59.9542,59.9552,59.9527,59.9543,59.9522,59.9527,59.9542,59.9577,59.9548,59.9545,59.9549,59.9531,59.9546,59.951,59.955,59.9527,59.9542,59.9538,59.9549,59.9528,59.954,59.9544,59.9545,59.954,59.9538,59.9553,59.9535,59.956,59.9539,59.9541,59.9557,59.9534,59.9546,59.9556,59.9552,59.9549,59.9526,59.9544,59.9537,59.955,59.9548,59.9543,59.9536,59.9563,59.9533,59.956,59.955,59.9562,59.9566,59.9546,59.9529,59.9648,59.9557,59.9533,59.9545,59.9545,59.9563,59.9558,59.955,59.9553,59.9547,59.955,59.9537,59.9537,59.9544
59.9547,59.9557,59.9532,59.9549,59.955,59.9554,59.9545,59.9545,59.9532,59.9539,59.9545,59.9543,59.9548,59.9529,59.953,59.9537,59.9528,59.9562,59.9528,59.9547,59.9549,59.9557,59.9514,59.956,59.952,59.9555,59.9558,59.9545,59.9554,59.9543,59.9554,59.9538,59.9547,59.954,59.9548,59.9539,59.9546,59.9525,59.9526,59.9541,59.9543,59.955,59.9548,59.9552,59.9531,59.9529,59.9545,59.9552,59.9525,59.9552,59.9538,59.9538,59.9546,59.9544,59.9541,59.955,59.9544,59.9544,59.9565,59.9549,59.9541,59.9533,59.9538,59.9555,59.953,59.9557,59.955,59.9559,59.9546,59.9518,59.9541,59.9533,59.9553,59.9522,59.9541,59.9539,59.9556,59.9526,59.9555,59.9528,59.9542,59.9569,59.954,59.9529,59.9515,59.9554,59.953,59.9546,59.9541,59.9561,59.955,59.9548,59.9551,59.9545,59.9555,59.954,59.9539,59.9545
59.9543,59.9549,59.9529,59.9555,59.9555,59.9555,59.9529,59.9546,59.9532,59.9555,59.9545,59.9543,59.9515,59.9546,59.9541,59.9535,59.9538,59.9551,59.9519,59.9557,59.9539,59.9551,59.9556,59.9558,59.9548,59.9553,59.9557,59.9543,59.9537,59.9549,59.9543,59.9536,59.954,59.955,59.9529,59.9522,59.9544,59.9523,59.953,59.9541,59.9549,59.9546,59.9547,59.9545,59.9542,59.9533,59.9546,59.9556,59.9508,59.9554,59.9535,59.9543,59.9554,59.9535,59.9547,59.9546,59.955,59.9543,59.9553,59.9525,59.9565,59.9502,59.9548,59.9553,59.9536,59.962,59.9554,59.9558,59.9546,59.9584,59.9561,59.9537,59.9548,59.9547,59.9544,59.9543,59.955,59.9529,59.9553,59.9546,59.9554,59.9546,59.9541,59.9528,59.955,59.9559,59.9518,59.9539,59.9534,59.9555,59.9558,59.9555,59.955,59.9552,59.955,59.954,59.9525,59.9546
59.9555,59.9566,59.9526,59.9559,59.9535,59.9572,59.9541,59.9537,59.9542,59.9553,59.9542,59.9546,59.9524,59.9536,59.9526,59.9531,59.9543,59.9559,59.9509,59.9547,59.9547,59.9558,59.9547,59.9556,59.9539,59.9558,59.9561,59.9548,59.9542,59.9537,59.9574,59.9537,59.9545,59.9556,59.9528,59.9544,59.9565,59.953,59.9526,59.9541,59.953,59.9555,59.9556,59.9549,59.9547,59.9537,59.954,59.955,59.9528,59.9549,59.9538,59.9569,59.9548,59.9535,59.9539,59.955,59.9548,59.9548,59.954,59.9537,59.9549,59.9524,59.9545,59.9554,59.9544,59.9551,59.9556,59.9556,59.9536,59.9568,59.9541,59.954,59.9544,59.9539,59.9548,59.9545,59.9555,59.9528,59.955,59.9544,59.9551,59.9567,59.9544,59.9529,59.9534,59.9551,59.9519,59.9538,59.9535,59.9543,59.9547,59.9555,59.9541,59.9539,59.9539,59.9527,59.9538,59.9544
59.9543,59.9548,59.9526,59.9559,59.9547,59.956,59.9535,59.9535,59.9537,59.9547,59.9541,59.9549,59.9522,59.9537,59.9533,59.9538,59.9518,59.9551,59.956,59.9549,59.9542,59.9547,59.9553,59.9566,59.9539,59.9552,59.9565,59.9553,59.9516,59.9545,59.9541,59.9534,59.9534,59.9554,59.9521,59.9542,59.9545,59.9548,59.9526,59.9559,59.9537,59.9547,59.9549,59.9549,59.9548,59.9544,59.9538,59.9557,59.9515,59.9562,59.9542,59.9558,59.9557,59.9544,59.9545,59.9549,59.9549,59.9548,59.9555,59.9543,59.9532,59.9534,59.9552,59.9549,59.9545,59.9549,59.9558,59.9548,59.9543,59.9508,59.9561,59.9544,59.9552,59.9556,59.9544,59.9544,59.9544,59.952,59.9552,59.9543,59.9554,59.9529,59.954,59.9533,59.9571,59.9554,59.9533,59.9555,59.9533,59.9543,59.9548,59.954,59.9542,59.9537,59.9542,59.9537,59.9535,59.9544
59.9548,59.9563,59.9525,59.9561,59.9538,59.9555,59.9546,59.9538,59.9556,59.9547,59.9536,59.9547,59.9538,59.954,59.9541,59.9555,59.953,59.9546,59.9519,59.9554,59.9549,59.9559,59.9552,59.9554,59.9543,59.9561,59.9543,59.9544,59.9549,59.956,59.955,59.9533,59.9549,59.955,59.9551,59.9541,59.9559,59.9541,59.9527,59.9554,59.9533,59.954,59.9542,59.9544,59.9552,59.953,59.9555,59.9553,59.953,59.9559,59.9544,59.9549,59.9552,59.9543,59.9546,59.9552,59.9545,59.9552,59.9532,59.9536,59.9554,59.952,59.9539,59.9548,59.954,59.9561,59.9531,59.9551,59.9545,59.9538,59.9543,59.955,59.9549,59.9538,59.9544,59.9544,59.9548,59.9512,59.9552,59.9557,59.9546,59.9535,59.955,59.953,59.9537,59.9554,59.9527,59.9539,59.9535,59.9549,59.9552,59.9564,59.9551,59.9553,59.953,59.9538,59.954,59.9546
59.9554,59.9575,59.9527,59.9557,59.9538,59.9555,59.9548,59.9538,59.9543,59.9544,59.9546,59.9549,59.9544,59.9529,59.9543,59.9544,59.9527,59.9548,59.9554,59.9552,59.9543,59.9549,59.9558,59.9554,59.9543,59.9557,59.9547,59.9549,59.9534,59.9542,59.9542,59.9542,59.9544,59.9552,59.9564,59.9543,59.9555,59.954,59.9526,59.9558,59.956,59.9549,59.955,59.9553,59.9544,59.9551,59.9547,59.9554,59.9527,59.9568,59.954,59.9547,59.9562,59.9545,59.9553,59.9561,59.9545,59.9541,59.9535,59.9536,59.9551,59.9533,59.9539,59.9546,59.9545,59.9526,59.9552,59.9563,59.9537,59.9592,59.9535,59.9552,59.9543,59.9547,59.9543,59.9537,59.954,59.9525,59.9552,59.9546,59.954,59.9536,59.9548,59.953,59.9544,59.9551,59.9527,59.9542,59.9541,59.9541,59.9563,59.9541,59.9542,59.9547,59.9552,59.9538,59.9542,59.9545
59.954,59.9545,59.953,59.9559,59.9548,59.9545,59.9544,59.9533,59.9534,59.9534,59.9551,59.9545,59.9551,59.9544,59.9544,59.9548,59.9519,59.9546,59.9538,59.9551,59.9549,59.9548,59.9545,59.9539,59.9547,59.9536,59.9545,59.954,59.9556,59.9544,59.953,59.9539,59.9541,59.9561,59.954,59.9551,59.9559,59.9536,59.9516,59.9561,59.9548,59.9536,59.9535,59.9544,59.9544,59.9546,59.9549,59.9554,59.9542,59.9561,59.9544,59.9531,59.9542,59.9543,59.9553,59.9548,59.9538,59.9548,59.9555,59.9538,59.9549,59.9535,59.9538,59.9543,59.9534,59.9517,59.9549,59.9551,59.9535,59.9548,59.9578,59.9549,59.9545,59.9538,59.9535,59.9541,59.9541,59.9529,59.9544,59.9545,59.9551,59.954,59.9553,59.9525,59.9551,59.9548,59.9522,59.9548,59.9549,59.955,59.9543,59.9548,59.9545,59.9544,59.9546,59.9543,59.9544,59.9544
59.9538,59.9541,59.9526,59.9564,59.9552,59.9541,59.9545,59.9546,59.9552,59.9544,59.9548,59.9551,59.9538,59.9541,59.9545,59.9553,59.9515,59.9549,59.9566,59.9548,59.9546,59.9543,59.9549,59.9553,59.9555,59.9556,59.9559,59.953,59.9557,59.9535,59.9544,59.9551,59.9544,59.9559,59.9543,59.9539,59.9563,59.9542,59.9527,59.9557,59.9546,59.9557,59.9558,59.9545,59.954,59.9544,59.9537,59.9548,59.9509,59.956,59.9542,59.954,59.9539,59.9545,59.9557,59.9547,59.9542,59.9551,59.9539,59.9544,59.9546,59.9519,59.9534,59.9546,59.9544,59.9551,59.9554,59.9565,59.9563,59.9501,59.9557,59.9557,59.9538,59.9518,59.9546,59.9538,59.9546,59.9522,59.9552,59.9552,59.9549,59.9567,59.9545,59.9535,59.9551,59.9549,59.9526,59.9522,59.9543,59.9546,59.9555,59.9578,59.9538,59.9547,59.9546,59.956,59.9541,59.9546
59.9545,59.9541,59.9527,59.9554,59.9538,59.955,59.9548,59.9542,59.9538,59.9553,59.9536,59.9555,59.9557,59.956,59.9552,59.9558,59.9533,59.9543,59.9521,59.9545,59.9563,59.9553,59.9554,59.9558,59.956,59.9552,59.956,59.9535,59.9559,59.9529,59.9557,59.9553,59.954,59.9555,59.9577,59.9544,59.9544,59.9536,59.9531,59.9555,59.9558,59.9546,59.9547,59.9545,59.9543,59.9543,59.9555,59.9549,59.9535,59.9552,59.9545,59.9531,59.9532,59.9544,59.9553,59.9548,59.9544,59.9555,59.9563,59.9541,59.9549,59.9537,59.954,59.9541,59.9547,59.9537,59.9542,59.9544,59.9563,59.9525,59.957,59.9558,59.9538,59.9536,59.9547,59.9537,59.9538,59.9533,59.9543,59.9553,59.955,59.9551,59.9551,59.9527,59.9556,59.9549,59.9517,59.9545,59.9543,59.9545,59.9529,59.9549,59.9543,59.9547,59.9546,59.9565,59.9543,59.9545
59.9544,59.9545,59.9525,59.9549,59.9547,59.9546,59.9544,59.9542,59.955,59.9551,59.954,59.9563,59.9566,59.9561,59.9559,59.9561,59.9534,59.9544,59.9553,59.9554,59.9547,59.955,59.9559,59.9552,59.9564,59.9557,59.9556,59.9539,59.9558,59.955,59.9562,59.9546,59.9544,59.9543,59.957,59.9528,59.9552,59.9533,59.953,59.9565,59.9542,59.9552,59.9548,59.9551,59.9536,59.9536,59.9537,59.9553,59.9522,59.955,59.9542,59.9526,59.9536,59.9547,59.956,59.9543,59.9553,59.9541,59.9543,59.9548,59.9586,59.9538,59.9544,59.9545,59.9547,59.9548,59.9546,59.9557,59.9569,59.9586,59.9541,59.9563,59.9542,59.9523,59.9542,59.9545,59.9551,59.9533,59.9553,59.9557,59.9541,59.9539,59.9545,59.9525,59.9542,59.9557,59.9529,59.9531,59.9539,59.9549,59.9548,59.9543,59.9542,59.9546,59.9541,59.9566,59.9547,59.9547
59.9545,59.954,59.9528,59.9542,59.9549,59.9551,59.9547,59.9549,59.9543,59.9548,59.954,59.9564,59.9559,59.9571,59.9563,59.9564,59.951,59.9558,59.9541,59.9542,59.9562,59.955,59.9561,59.9549,59.9553,59.9554,59.9551,59.9531,59.955,59.9533,59.9544,59.9544,59.9549,59.954,59.9563,59.9537,59.9573,59.953,59.9533,59.9551,59.9556,59.955,59.955,59.9548,59.9542,59.9539,59.9564,59.9534,59.9525,59.9552,59.9542,59.9526,59.9551,59.9549,59.9562,59.9546,59.9545,59.9542,59.9553,59.9549,59.9556,59.9551,59.9545,59.9546,59.9495,59.9528,59.9541,59.9547,59.9565,59.953,59.9549,59.9569,59.954,59.9539,59.9542,59.9543,59.9547,59.9534,59.9547,59.9547,59.9545,59.9552,59.9546,59.9531,59.9549,59.9544,59.9526,59.9538,59.9536,59.9534,59.9546,59.9544,59.9547,59.955,59.9553,59.958,59.9543,59.9547
59.9549,59.9552,59.9534,59.9541,59.9541,59.9543,59.9539,59.9547,59.9547,59.9564,59.9534,59.956,59.9577,59.9576,59.9576,59.9559,59.9546,59.9546,59.9599,59.9544,59.9551,59.9542,59.9547,59.9548,59.9585,59.9549,59.9539,59.9548,59.9548,59.9551,59.9566,59.9545,59.9546,59.9553,59.9549,59.9547,59.9548,59.9534,59.9531,59.9542,59.9558,59.9547,59.9549,59.9548,59.9555,59.9546,59.9555,59.9554,59.9532,59.9542,59.9536,59.955,59.9567,59.9542,59.9555,59.9541,59.956,59.9538,59.9553,59.9553,59.9547,59.9544,59.9541,59.954,59.9549,59.9537,59.9558,59.9555,59.9555,59.9507,59.9537,59.9558,59.9546,59.9539,59.9546,59.9547,59.9539,59.9537,59.955,59.9551,59.9541,59.9537,59.9542,59.9536,59.9537,59.9545,59.953,59.9548,59.9544,59.954,59.9541,59.9554,59.9543,59.954,59.955,59.9571,59.9544,59.9547
59.9543,59.9546,59.9531,59.9536,59.9547,59.9537,59.9543,59.9551,59.9552,59.9535,59.9549,59.9559,59.9578,59.9578,59.957,59.9557,59.9535,59.9548,59.9538,59.9548,59.9556,59.9551,59.9556,59.9557,59.9565,59.9548,59.9544,59.9536,59.9509,59.9536,59.954,59.9541,59.9547,59.9548,59.9578,59.9545,59.9548,59.9538,59.9531,59.9551,59.955,59.955,59.9552,59.9551,59.955,59.9548,59.9556,59.9566,59.9538,59.9547,59.9552,59.9547,59.9544,59.9545,59.9551,59.9541,59.9551,59.9549,59.9547,59.9541,59.9558,59.9558,59.9542,59.9544,59.9549,59.9547,59.9552,59.9543,59.9554,59.955,59.9546,59.956,59.9547,59.9552,59.9554,59.955,59.9542,59.953,59.9548,59.9546,59.9534,59.9542,59.9544,59.9538,59.9542,59.9545,59.9533,59.9528,59.9547,59.954,59.9544,59.9551,59.9541,59.9552,59.9545,59.9563,59.955,59.9547
59.9555,59.9541,59.9539,59.954,59.9536,59.9545,59.9548,59.9548,59.9553,59.9547,59.9546,59.9558,59.9577,59.9565,59.9568,59.9557,59.954,59.954,59.9585,59.9551,59.9547,59.9535,59.9549,59.956,59.9564,59.9539,59.9556,59.9552,59.9541,59.9547,59.9558,59.9536,59.9544,59.9544,59.9567,59.9565,59.9556,59.955,59.9538,59.9546,59.9538,59.955,59.9548,59.9537,59.9547,59.954,59.955,59.9547,59.9552,59.954,59.9555,59.9556,59.9554,59.9545,59.9552,59.9547,59.9556,59.9544,59.956,59.9549,59.9545,59.9552,59.9553,59.9544,59.9603,59.9558,59.9547,59.9551,59.9557,59.9579,59.9549,59.9556,59.9549,59.9551,59.9545,59.9557,59.9543,59.9531,59.9552,59.9548,59.9528,59.9558,59.9535,59.9543,59.9551,59.9547,59.954,59.9563,59.9543,59.9543,59.9557,59.9552,59.9538,59.9551,59.9543,59.9558,59.9549,59.9549
59.9545,59.9542,59.9536,59.9545,59.9551,59.9537,59.9543,59.9546,59.9554,59.9546,59.9539,59.9555,59.956,59.9549,59.9554,59.9557,59.9535,59.9548,59.9485,59.9546,59.9558,59.955,59.9557,59.9549,59.9561,59.9547,59.955,59.9567,59.9529,59.9569,59.9539,59.9542,59.9548,59.9527,59.9565,59.9547,59.9559,59.9559,59.9539,59.9537,59.9545,59.9552,59.9549,59.9555,59.9548,59.9557,59.9554,59.955,59.9545,59.9541,59.9551,59.957,59.9562,59.9548,59.9557,59.9551,59.9548,59.9531,59.9534,59.9545,59.9542,59.9561,59.955,59.9544,59.9554,59.9544,59.9551,59.9546,59.9555,59.9544,59.9575,59.9555,59.9549,59.955,59.9545,59.9562,59.9544,59.9537,59.9548,59.9552,59.9545,59.9534,59.9545,59.954,59.9522,59.9547,59.9536,59.9529,59.9541,59.9547,59.9548,59.9551,59.9546,59.9543,59.9547,59.9552,59.9547,59.9547
59.9554,59.9546,59.9538,59.9548,59.9549,59.9547,59.9549,59.9552,59.9552,59.9555,59.9551,59.955,59.9553,59.9555,59.9558,59.9551,59.9517,59.9551,59.9537,59.9552,59.9552,59.9555,59.9548,59.9562,59.9556,59.9555,59.9552,59.9559,59.9545,59.9547,59.9565,59.9555,59.9552,59.9542,59.9519,59.9551,59.9556,59.9568,59.9541,59.954,59.9571,59.9545,59.9545,59.9543,59.9546,59.9552,59.9556,59.9547,59.9535,59.955,59.9546,59.9565,59.9544,59.9551,59.955,59.9552,59.9552,59.9553,59.9534,59.954,59.9538,59.9567,59.9554,59.9546,59.9554,59.9537,59.955,59.9548,59.9546,59.9495,59.956,59.9551,59.9547,59.957,59.9545,59.9559,59.9545,59.9534,59.9549,59.9551,59.954,59.9552,59.9547,59.9546,59.9548,59.9548,59.954,59.9557,59.9546,59.9548,59.9552,59.9547,59.9553,59.9544,59.9543,59.9539,59.9559,59.9549
59.9557,59.9539,59.9544,59.9557,59.9555,59.9546,59.9544,59.9545,59.9547,59.954,59.9554,59.9542,59.9546,59.9551,59.9542,59.9541,59.9539,59.9548,59.9543,59.9554,59.9542,59.9561,59.9552,59.9556,59.9552,59.9549,59.9553,59.9551,59.9553,59.9557,59.9544,59.9553,59.9551,59.9559,59.9541,59.9557,59.9526,59.9561,59.953,59.9546,59.9526,59.9543,59.9542,59.955,59.954,59.9546,59.956,59.9549,59.9539,59.955,59.9544,59.9562,59.9536,59.9552,59.9547,59.9547,59.9552,59.9545,59.9521,59.9538,59.9535,59.956,59.9554,59.9548,59.9544,59.9548,59.9552,59.9548,59.9555,59.9529,59.9532,59.9542,59.9548,59.9564,59.954,59.956,59.9553,59.9545,59.9549,59.9549,59.9543,59.9548,59.9552,59.9536,59.9548,59.9547,59.9543,59.9557,59.9538,59.9552,59.9551,59.9553,59.9553,59.9541,59.9555,59.954,59.955,59.9548
59.954,59.955,59.9544,59.9552,59.9544,59.9543,59.9545,59.9552,59.9544,59.9551,59.9548,59.9558,59.9535,59.9534,59.9545,59.9546,59.9554,59.954,59.9472,59.9552,59.9549,59.9548,59.9547,59.9541,59.9546,59.9548,59.9542,59.9551,59.9563,59.9551,59.9562,59.9561,59.9546,59.9552,59.9551,59.956,59.9554,59.9556,59.9542,59.9546,59.9521,59.9544,59.9544,59.9538,59.9557,59.9558,59.9545,59.9547,59.9541,59.9553,59.9545,59.9563,59.9538,59.9561,59.9547,59.9554,59.9542,59.9546,59.9544,59.9536,59.9546,59.9568,59.9554,59.9552,59.9561,59.9533,59.9537,59.9559,59.9556,59.9582,59.9553,59.9545,59.9553,59.955,59.9549,59.956,59.9555,59.9541,59.9545,59.955,59.9551,59.9537,59.9551,59.9546,59.9553,59.9548,59.9544,59.9547,59.9548,59.9553,59.9544,59.9545,59.9548,59.9544,59.9558,59.955,59.9557,59.9548
59.9545,59.9554,59.9548,59.9558,59.9558,59.9539,59.9538,59.9559,59.9556,59.9562,59.9542,59.9553,59.9556,59.9536,59.9532,59.9543,59.9548,59.9534,59.9572,59.9545,59.9556,59.9548,59.9553,59.9545,59.9541,59.956,59.9549,59.9553,59.9562,59.9558,59.9549,59.9554,59.9545,59.955,59.9553,59.9564,59.9558,59.9557,59.9543,59.9557,59.9558,59.955,59.9549,59.9554,59.9557,59.9553,59.9558,59.9546,59.948,59.956,59.9543,59.9549,59.9552,59.9556,59.9541,59.9539,59.9551,59.9545,59.9545,59.9541,59.9549,59.9562,59.9555,59.9557,59.9556,59.9552,59.9546,59.9556,59.9556,59.9544,59.9555,59.9538,59.9548,59.9555,59.9548,59.9564,59.9556,59.9546,59.9546,59.9554,59.9535,59.9544,59.9557,59.9547,59.9548,59.9546,59.9548,59.9569,59.9542,59.954,59.9551,59.9546,59.9552,59.9554,59.9557,59.9533,59.9555,59.9551
59.955,59.9556,59.9548,59.9555,59.9553,59.9551,59.955,59.9565,59.9553,59.9545,59.9548,59.9549,59.953,59.9532,59.9539,59.9535,59.9554,59.9539,59.9534,59.9549,59.9545,59.9548,59.9548,59.9539,59.9513,59.9558,59.9554,59.9575,59.9562,59.9565,59.956,59.9558,59.9544,59.9544,59.9533,59.955,59.9543,59.9543,59.9549,59.9559,59.9543,59.9548,59.9547,59.9551,59.9561,59.9553,59.9517,59.9545,59.9578,59.9549,59.9545,59.9552,59.9557,59.9561,59.9542,59.9569,59.9552,59.954,59.9528,59.9542,59.9557,59.9585,59.9553,59.956,59.9548,59.9515,59.9546,59.9555,59.9526,59.9499,59.9573,59.954,59.9555,59.9547,59.9555,59.9561,59.9561,59.9547,59.9547,59.9552,59.9538,59.9562,59.9553,59.9552,59.9567,59.9545,59.9552,59.9548,59.9533,59.9549,59.9544,59.9539,59.9556,59.9544,59.9572,59.9535,59.9556,59.9549
59.9545,59.9551,59.9551,59.955,59.9553,59.9546,59.9535,59.9558,59.9552,59.9557,59.9559,59.9539,59.9534,59.9525,59.9527,59.9533,59.9545,59.9547,59.953,59.9547,59.9545,59.956,59.9546,59.9553,59.9554,59.9564,59.9551,59.955,59.9549,59.9549,59.955,59.9555,59.9547,59.955,59.9516,59.9547,59.9539,59.9546,59.9552,59.9558,59.9558,59.9547,59.9545,59.9558,59.9558,59.9561,59.9537,59.9541,59.9555,59.9555,59.954,59.9542,59.9557,59.9559,59.9539,59.9545,59.9544,59.9547,59.958,59.9543,59.9554,59.9554,59.9565,59.9552,59.9553,59.9564,59.9511,59.9556,59.9536,59.9523,59.9551,59.9534,59.9555,59.9567,59.9552,59.9563,59.9555,59.955,59.9541,59.9556,59.9528,59.9554,59.9558,59.9549,59.9465,59.955,59.9548,59.9535,59.9538,59.9552,59.955,59.9545,59.9552,59.9551,59.9553,59.9534,59.9561,59.955
59.9549,59.9536,59.9552,59.9543,59.9552,59.9544,59.9536,59.9556,59.9567,59.9546,59.9558,59.9532,59.9533,59.9531,59.953,59.9524,59.9555,59.9545,59.9583,59.9542,59.9528,59.955,59.9541,59.955,59.9542,59.955,59.9536,59.9563,59.954,59.9565,59.9553,59.9558,59.9538,59.9551,59.953,59.9559,59.9533,59.9557,59.9555,59.9548,59.955,59.955,59.9549,59.9551,59.9554,59.9554,59.9539,59.9547,59.9552,59.9555,59.954,59.954,59.956,59.9558,59.9533,59.9543,59.9544,59.9554,59.9521,59.9546,59.9542,59.9571,59.9544,59.9549,59.9553,59.9539,59.9548,59.9547,59.9526,59.961,59.9555,59.9535,59.9549,59.9554,59.9559,59.9558,59.9547,59.9552,59.9545,59.9553,59.9537,59.9567,59.9558,59.9546,59.9548,59.9547,59.9554,59.9571,59.954,59.9555,59.9549,59.9542,59.955,59.9541,59.9553,59.9522,59.9558,59.9549
59.9548,59.9554,59.9552,59.9542,59.9534,59.9545,59.9534,59.9565,59.9558,59.9556,59.9559,59.9528,59.9531,59.9528,59.9532,59.9539,59.9554,59.9548,59.952,59.9557,59.9537,59.955,59.9548,59.9569,59.9541,59.956,59.9562,59.9549,59.9536,59.955,59.9543,59.9559,59.9544,59.9535,59.9564,59.956,59.955,59.957,59.9558,59.9548,59.9513,59.9549,59.9547,59.9559,59.9554,59.955,59.9532,59.9542,59.9554,59.9549,59.9537,59.9556,59.9561,59.9563,59.9534,59.9535,59.955,59.9548,59.9532,59.9544,59.9537,59.958,59.9558,59.9554,59.955,59.9561,59.9548,59.9545,59.9548,59.9554,59.9545,59.9538,59.9548,59.9561,59.956,59.956,59.9556,59.955,59.9539,59.9542,59.9538,59.955,59.9553,59.9551,59.9551,59.9542,59.9551,59.9552,59.9543,59.9545,59.9554,59.9542,59.955,59.9541,59.9552,59.9525,59.9565,59.9549
