source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,system_median
59.9875,59.9872,59.9865,59.9866,59.9876,59.9869,59.9884,59.9885,59.9886,59.9873,59.9877,59.9868,59.9877,59.9874,59.9874,59.9872,59.9869,59.9874,59.9868,59.9876,59.9871,59.987,59.9872,59.9894,59.9873,59.9882,59.989,59.9878,59.9864,59.9877,59.988,59.9882,59.9876,59.9861,59.9883,59.9878,59.9871,59.9871,59.9867,59.9864,59.9887,59.9884,59.9884,59.9869,59.9872,59.9894,59.9864,59.9871,59.9866,59.987,59.9873,59.9877,59.9882,59.9875,59.9872,59.9872,59.9875,59.9867,59.9873,59.9876,59.9888,59.9908,59.9872,59.9874,59.9858,59.9885,59.9877,59.9871,59.987,59.9835,59.9845,59.9875,59.9879,59.9882,59.9864,59.9877,59.9873,59.9867,59.9874,59.9869,59.9891,59.9868,59.986,59.9864,59.9879,59.9868,59.9865,59.9867,59.9877,59.9872,59.9867,59.9877,59.9872,59.988,59.9869,59.9859,59.9882,59.9873
59.9872,59.9865,59.9863,59.9871,59.9873,59.988,59.9878,59.9883,59.9885,59.9854,59.9881,59.9874,59.9866,59.9866,59.9866,59.9867,59.9866,59.9872,59.9876,59.9866,59.9868,59.9858,59.9875,59.9888,59.9869,59.9866,59.9891,59.9873,59.9872,59.9885,59.9872,59.9886,59.988,59.9866,59.9883,59.9868,59.9868,59.9869,59.987,59.9869,59.9866,59.9883,59.9879,59.9864,59.9877,59.9878,59.9878,59.987,59.9863,59.9869,59.9874,59.9874,59.986,59.9875,59.9873,59.9873,59.9873,59.9875,59.9878,59.9872,59.9872,59.9892,59.9874,59.9866,59.9861,59.9866,59.9872,59.9867,59.9869,59.9894,59.9884,59.9872,59.9866,59.9874,59.987,59.9881,59.9864,59.9869,59.9874,59.9873,59.9871,59.9865,59.9864,59.9867,59.9864,59.9869,59.9865,59.9863,59.9883,59.9872,59.9863,59.9874,59.9869,59.9877,59.9863,59.9856,59.9881,59.9872
59.9872,59.9858,59.9864,59.9866,59.9873,59.9864,59.989,59.9873,59.9883,59.9861,59.9872,59.9864,59.9848,59.986,59.9853,59.9861,59.986,59.9877,59.9843,59.9863,59.9862,59.988,59.987,59.987,59.9857,59.9864,59.9871,59.987,59.9886,59.986,59.987,59.9879,59.9875,59.9876,59.9862,59.988,59.9864,59.9876,59.9856,59.9885,59.9881,59.9871,59.9869,59.9871,59.9872,59.9876,59.9866,59.9876,59.986,59.9874,59.987,59.9869,59.9845,59.9871,59.9872,59.9863,59.9874,59.9874,59.9883,59.9868,59.9861,59.9871,59.9865,59.9866,59.986,59.983,59.989,59.9866,59.9869,59.9894,59.9894,59.9865,59.9877,59.9867,59.987,59.9875,59.9865,59.9861,59.9871,59.9867,59.9876,59.9876,59.9863,59.9866,59.9847,59.9862,59.9861,59.9867,59.987,59.9872,59.9859,59.9852,59.9872,59.9878,59.9862,59.9853,59.9872,59.9869
59.9858,59.9865,59.9864,59.9864,59.9869,59.9875,59.9874,59.9873,59.9871,59.9854,59.9868,59.9875,59.9845,59.9837,59.9859,59.9865,59.986,59.9871,59.9891,59.9864,59.9878,59.9871,59.9862,59.9876,59.9882,59.9884,59.9879,59.9868,59.9869,59.9864,59.9863,59.9875,59.9873,59.986,59.9847,59.9888,59.9872,59.9873,59.986,59.9871,59.9877,59.9883,59.9883,59.9873,59.988,59.9871,59.9846,59.9868,59.9869,59.9862,59.9876,59.9865,59.9869,59.9866,59.9868,59.987,59.9873,59.9871,59.988,59.9866,59.9845,59.9886,59.9863,59.9861,59.9861,59.9916,59.987,59.9866,59.9869,59.9826,59.9869,59.9862,59.9868,59.9855,59.9866,59.9866,59.9859,59.9865,59.9865,59.9875,59.9876,59.9857,59.9864,59.9864,59.9858,59.9865,59.9867,59.9872,59.9873,59.9861,59.9874,59.986,59.9859,59.9878,59.9869,59.9839,59.9876,59.9868
59.9862,59.9883,59.9863,59.9866,59.9875,59.9867,59.9875,59.9874,59.9882,59.9872,59.9872,59.9863,59.9833,59.9826,59.9843,59.9855,59.9874,59.9873,59.9856,59.9872,59.9866,59.9868,59.9878,59.9875,59.9857,59.987,59.9873,59.9854,59.9881,59.9867,59.987,59.9869,59.9875,59.9858,59.9861,59.9872,59.99,59.9875,59.9868,59.9859,59.9873,59.9878,59.9878,59.987,59.9866,59.9871,59.9872,59.9867,59.9866,59.9868,59.9879,59.9877,59.9865,59.9872,59.9865,59.9883,59.9871,59.9879,59.9882,59.9881,59.9873,59.9871,59.9866,59.9874,59.9862,59.9887,59.9853,59.9868,59.9866,59.9819,59.9869,59.9858,59.9873,59.987,59.9866,59.9863,59.9873,59.9862,59.9863,59.9865,59.987,59.9868,59.9866,59.9856,59.987,59.9864,59.9866,59.9853,59.9893,59.9873,59.986,59.986,59.9869,59.9873,59.9879,59.9846,59.9867,59.9869
59.9868,59.9886,59.9865,59.9864,59.9872,59.9866,59.9869,59.987,59.9867,59.9854,59.9864,59.9861,59.9849,59.9847,59.9847,59.9849,59.9862,59.9857,59.9875,59.9862,59.9857,59.9866,59.9869,59.9878,59.9856,59.9882,59.9875,59.9876,59.9874,59.9871,59.9874,59.9867,59.9876,59.9855,59.9858,59.9862,59.9857,59.987,59.9867,59.9873,59.9874,59.9871,59.9873,59.9869,59.9868,59.9874,59.9849,59.9859,59.9871,59.987,59.9876,59.9874,59.9869,59.9866,59.9861,59.986,59.9876,59.9868,59.986,59.9856,59.9865,59.9864,59.9863,59.9865,59.9851,59.9855,59.987,59.9868,59.9859,59.9891,59.9861,59.9849,59.9857,59.9851,59.987,59.986,59.9867,59.9799,59.9866,59.9877,59.988,59.9892,59.9868,59.9867,59.9889,59.9862,59.9867,59.9871,59.9876,59.9856,59.9855,59.9823,59.9865,59.9866,59.9875,59.9833,59.9872,59.9867
59.9876,59.987,59.9863,59.9866,59.9859,59.9864,59.9871,59.986,59.9861,59.9853,59.9862,59.9851,59.9841,59.9839,59.9842,59.985,59.9861,59.9865,59.9854,59.9878,59.986,59.9857,59.988,59.9867,59.9851,59.9869,59.9873,59.9863,59.987,59.9871,59.9878,59.9862,59.9875,59.9867,59.9901,59.9862,59.9866,59.9871,59.9863,59.9853,59.9864,59.9875,59.9873,59.9871,59.9863,59.9858,59.9851,59.9865,59.9862,59.9858,59.9872,59.9863,59.9876,59.9869,59.9857,59.9873,59.9876,59.9874,59.9861,59.9867,59.9865,59.9874,59.9869,59.9867,59.9858,59.987,59.9874,59.9861,59.9856,59.9893,59.987,59.9851,59.9868,59.9877,59.9871,59.9867,59.9867,59.9863,59.9863,59.9864,59.9863,59.9863,59.9873,59.9861,59.9886,59.9861,59.9851,59.9854,59.9867,59.9861,59.9862,59.9861,59.9865,59.9859,59.9873,59.9841,59.9861,59.9864
59.9887,59.9874,59.9861,59.9864,59.9863,59.9872,59.9863,59.986,59.9864,59.9873,59.9864,59.9856,59.9853,59.9844,59.9838,59.9859,59.9868,59.9873,59.9821,59.9867,59.9865,59.9876,59.9863,59.9858,59.9849,59.9875,59.9861,59.9888,59.9872,59.9868,59.9876,59.9858,59.9865,59.9868,59.984,59.9854,59.9858,59.9866,59.9868,59.9858,59.9851,59.986,59.9858,59.987,59.9865,59.9858,59.9852,59.9861,59.9868,59.9864,59.9865,59.9866,59.9872,59.9859,59.986,59.9863,59.9878,59.9861,59.9864,59.9861,59.9845,59.9868,59.9872,59.986,59.9857,59.9886,59.9853,59.9855,59.9868,59.9825,59.9856,59.9857,59.9862,59.9877,59.9867,59.9865,59.9863,59.9874,59.9859,59.9878,59.9871,59.9861,59.9867,59.987,59.988,59.9864,59.9849,59.9872,59.9864,59.9866,59.9863,59.9896,59.9863,59.9859,59.9875,59.9844,59.9858,59.9864
59.9868,59.9873,59.9861,59.9867,59.9867,59.9862,59.9861,59.9858,59.9859,59.9871,59.9853,59.9862,59.9859,59.9853,59.9844,59.9856,59.9864,59.9859,59.9873,59.986,59.9866,59.9873,59.9866,59.9861,59.9852,59.9856,59.987,59.9857,59.9867,59.9869,59.987,59.9858,59.9864,59.9872,59.9853,59.9869,59.9863,59.9875,59.987,59.9857,59.9866,59.9864,59.9865,59.9871,59.9866,59.9866,59.9865,59.9862,59.987,59.9859,59.9861,59.9853,59.9865,59.9856,59.9857,59.9869,59.9871,59.9868,59.9859,59.9843,59.9878,59.9855,59.9865,59.9863,59.986,59.9911,59.9864,59.9864,59.9862,59.9819,59.9872,59.9855,59.9862,59.9848,59.9863,59.9866,59.9866,59.9866,59.9863,59.9869,59.9871,59.9877,59.9862,59.9863,59.987,59.9861,59.9875,59.9869,59.9856,59.9868,59.9861,59.9864,59.9869,59.9861,59.9874,59.9849,59.9856,59.9864
59.9868,59.9864,59.987,59.9863,59.9875,59.9877,59.9854,59.9854,59.986,59.9861,59.9861,59.9864,59.9852,59.9849,59.9849,59.9861,59.9858,59.9869,59.9833,59.9871,59.9859,59.9867,59.9854,59.988,59.985,59.9872,59.987,59.9867,59.9868,59.987,59.9877,59.986,59.9865,59.9853,59.9883,59.9869,59.9859,59.9872,59.9871,59.9855,59.9854,59.9862,59.986,59.9865,59.9864,59.9857,59.9862,59.9862,59.987,59.9861,59.9857,59.9872,59.9861,59.9859,59.9848,59.986,59.9861,59.986,59.9887,59.9876,59.9885,59.9846,59.9873,59.9866,59.9857,59.9865,59.9881,59.9859,59.9859,59.9882,59.9859,59.9858,59.9866,59.989,59.9864,59.9863,59.9865,59.9868,59.9863,59.9869,59.9871,59.9864,59.9865,59.9866,59.985,59.9861,59.987,59.9866,59.9854,59.9875,59.9861,59.9854,59.9867,59.986,59.9874,59.9838,59.9854,59.9864
59.9839,59.9865,59.9866,59.9861,59.9869,59.9864,59.986,59.9856,59.985,59.9868,59.9866,59.9857,59.9835,59.9852,59.9861,59.9858,59.9858,59.9859,59.9879,59.9869,59.9854,59.9865,59.9865,59.9865,59.9855,59.9864,59.9862,59.9876,59.987,59.9875,59.9858,59.9862,59.986,59.9862,59.9863,59.9855,59.9834,59.9869,59.9866,59.9856,59.9865,59.9869,59.9871,59.987,59.9857,59.9851,59.985,59.9861,59.9871,59.9857,59.9854,59.9855,59.9869,59.9857,59.9862,59.9862,59.9866,59.9862,59.9844,59.9843,59.9863,59.9829,59.9862,59.9872,59.9855,59.9838,59.9861,59.9864,59.9872,59.9905,59.9873,59.9855,59.9869,59.9857,59.9865,59.9871,59.9871,59.9858,59.9861,59.9867,59.9858,59.9853,59.9861,59.9856,59.9867,59.9857,59.986,59.9862,59.9858,59.9862,59.985,59.9847,59.9871,59.9866,59.9877,59.9849,59.9853,59.9862
59.9863,59.9873,59.9863,59.9866,59.9873,59.9863,59.985,59.9859,59.9857,59.9863,59.9865,59.9872,59.9841,59.9855,59.9851,59.9855,59.9859,59.986,59.986,59.9856,59.9867,59.9858,59.9859,59.9857,59.9832,59.9871,59.9853,59.9863,59.9866,59.9872,59.9869,59.9855,59.9849,59.987,59.9841,59.984,59.986,59.9864,59.9868,59.9864,59.9863,59.9856,59.9856,59.9871,59.9862,59.9865,59.9854,59.9859,59.986,59.987,59.9857,59.9857,59.9871,59.9856,59.9878,59.9866,59.9864,59.9857,59.9875,59.9863,59.9854,59.9853,59.9857,59.9866,59.9846,59.9843,59.9837,59.9852,59.9865,59.9822,59.9863,59.9859,59.9864,59.9812,59.9874,59.986,59.9866,59.9861,59.986,59.9866,59.9874,59.9864,59.9861,59.9863,59.987,59.9865,59.9865,59.9853,59.9855,59.987,59.9862,59.986,59.9865,59.9866,59.987,59.9863,59.9845,59.9862
59.9868,59.9878,59.9863,59.9858,59.9866,59.9856,59.9863,59.9856,59.9849,59.9855,59.9865,59.9851,59.9834,59.9854,59.9864,59.9856,59.9865,59.9858,59.9883,59.9854,59.9855,59.9865,59.9861,59.9856,59.9874,59.9855,59.985,59.9843,59.9868,59.9842,59.9851,59.9859,59.985,59.9864,59.9845,59.9857,59.9874,59.9867,59.9855,59.9868,59.9866,59.9848,59.985,59.9865,59.985,59.9847,59.987,59.9859,59.988,59.9862,59.9851,59.9866,59.9866,59.9856,59.9864,59.9858,59.9857,59.9865,59.9855,59.9867,59.9872,59.9825,59.9857,59.9862,59.985,59.9854,59.9871,59.9859,59.9849,59.9824,59.9862,59.9859,59.9863,59.9864,59.9865,59.986,59.9864,59.9862,59.9858,59.9864,59.9864,59.985,59.9856,59.9862,59.9855,59.9856,59.9862,59.9861,59.986,59.9853,59.9864,59.9867,59.9868,59.986,59.987,59.9838,59.9844,59.9859
59.986,59.9853,59.9863,59.9861,59.9868,59.986,59.9859,59.9857,59.985,59.9856,59.9857,59.9862,59.9846,59.9855,59.986,59.985,59.9859,59.986,59.9861,59.9856,59.9863,59.9864,59.986,59.9872,59.9851,59.986,59.9876,59.9861,59.9868,59.9854,59.9867,59.9849,59.9856,59.9855,59.9861,59.9837,59.9853,59.9846,59.9866,59.9859,59.9865,59.9857,59.9858,59.9857,59.9868,59.9857,59.9854,59.9858,59.9861,59.9861,59.9856,59.9861,59.9848,59.9853,59.9862,59.9868,59.9868,59.9862,59.9849,59.9855,59.9872,59.9845,59.9856,59.9865,59.9853,59.9845,59.9857,59.985,59.9871,59.9892,59.9862,59.9856,59.9866,59.9833,59.9861,59.9854,59.9866,59.9864,59.9862,59.9863,59.9873,59.9869,59.9856,59.9861,59.9862,59.9857,59.9864,59.9854,59.9857,59.9862,59.986,59.9844,59.9864,59.9859,59.9864,59.9844,59.9851,59.986
59.9846,59.9852,59.9863,59.986,59.9861,59.9863,59.9859,59.9861,59.9855,59.9858,59.9854,59.9862,59.9849,59.9832,59.9855,59.9854,59.9859,59.9865,59.9836,59.9865,59.9869,59.9867,59.9869,59.9851,59.9853,59.9862,59.9852,59.9845,59.987,59.9853,59.9853,59.9844,59.9852,59.985,59.9894,59.9865,59.9857,59.9855,59.9866,59.9858,59.9865,59.9857,59.9855,59.9867,59.9865,59.9847,59.9855,59.9861,59.988,59.9853,59.9852,59.9862,59.9861,59.9852,59.9855,59.9867,59.9859,59.985,59.9852,59.9865,59.9864,59.9833,59.9858,59.9856,59.9845,59.9902,59.9859,59.9859,59.9845,59.9884,59.9831,59.9854,59.9856,59.9868,59.9857,59.9854,59.9854,59.9864,59.9863,59.9872,59.9859,59.9871,59.9856,59.9859,59.9856,59.9866,59.9859,59.986,59.9865,59.9853,59.9856,59.9844,59.9862,59.9854,59.9858,59.9855,59.984,59.9858
59.9854,59.9839,59.9861,59.9852,59.9867,59.9871,59.9851,59.9851,59.9838,59.9864,59.9869,59.9857,59.9853,59.986,59.9849,59.9858,59.9858,59.9867,59.9824,59.9863,59.9864,59.9849,59.9855,59.9881,59.9858,59.984,59.9878,59.9868,59.9868,59.9857,59.9866,59.9845,59.9855,59.9862,59.9834,59.9847,59.986,59.984,59.9863,59.9848,59.9853,59.9858,59.9857,59.9877,59.986,59.9841,59.9845,59.9861,59.9846,59.9853,59.986,59.9872,59.9849,59.9852,59.9856,59.985,59.9859,59.9852,59.9863,59.9845,59.9845,59.9816,59.9854,59.986,59.985,59.9829,59.9868,59.9863,59.9859,59.9822,59.984,59.9853,59.9855,59.9877,59.9858,59.9852,59.9865,59.9861,59.9865,59.9856,59.9873,59.9872,59.9857,59.9859,59.9851,59.9859,59.9862,59.9851,59.9851,59.9863,59.9858,59.9868,59.9858,59.986,59.9857,59.9858,59.9836,59.9858
59.9856,59.9871,59.9858,59.9853,59.9846,59.9866,59.9861,59.985,59.9852,59.984,59.9864,59.9858,59.9861,59.9856,59.9844,59.9861,59.9849,59.9869,59.9847,59.9865,59.9862,59.9856,59.9864,59.9878,59.9858,59.9853,59.9877,59.9861,59.9853,59.9867,59.9858,59.9848,59.9866,59.985,59.9836,59.985,59.9869,59.9834,59.9864,59.985,59.9851,59.9862,59.9861,59.9862,59.9865,59.9857,59.986,59.9859,59.9852,59.9857,59.9858,59.9864,59.9859,59.9852,59.9856,59.9854,59.9867,59.9857,59.9852,59.9857,59.9856,59.9832,59.9858,59.9858,59.9847,59.9869,59.983,59.9865,59.9864,59.9808,59.9836,59.9856,59.9857,59.9843,59.9863,59.9849,59.9855,59.986,59.9861,59.9858,59.9858,59.9852,59.9849,59.9857,59.9865,59.9867,59.986,59.9877,59.9864,59.9853,59.9862,59.9869,59.9855,59.9855,59.9853,59.9851,59.9846,59.9857
59.986,59.9859,59.9861,59.9849,59.9857,59.9862,59.9859,59.9851,59.9849,59.9862,59.9857,59.9861,59.9859,59.9843,59.9847,59.9853,59.9868,59.9864,59.9816,59.9863,59.9861,59.985,59.9848,59.9851,59.9859,59.986,59.9858,59.9864,59.9853,59.9848,59.9859,59.9856,59.986,59.9849,59.9861,59.9865,59.9861,59.9843,59.9866,59.9853,59.9852,59.9864,59.9865,59.9861,59.9869,59.9846,59.9854,59.9864,59.9863,59.9856,59.9863,59.9871,59.9849,59.9772,59.9863,59.9849,59.9854,59.986,59.9878,59.9853,59.9847,59.9835,59.9846,59.9851,59.9846,59.9844,59.9848,59.986,59.9852,59.9868,59.9857,59.9856,59.9858,59.9852,59.9857,59.9847,59.9852,59.9859,59.9863,59.9858,59.9854,59.983,59.9853,59.9862,59.9812,59.9859,59.9861,59.9855,59.9858,59.9851,59.9868,59.9863,59.985,59.9857,59.9847,59.9852,59.9846,59.9857
59.9875,59.9864,59.9856,59.9847,59.9849,59.9859,59.9859,59.9847,59.986,59.9864,59.9859,59.9857,59.9864,59.987,59.9852,59.9851,59.986,59.9866,59.9848,59.9861,59.9859,59.9865,59.9868,59.9882,59.9854,59.9867,59.9877,59.9857,59.9839,59.9852,59.9853,59.9856,59.9867,59.9835,59.986,59.9831,59.9831,59.984,59.9861,59.9846,59.9851,59.9857,59.9855,59.9866,59.9869,59.984,59.9852,59.9862,59.9869,59.9849,59.9857,59.9862,59.9863,59.9848,59.9852,59.9872,59.9862,59.9848,59.9816,59.9837,59.9857,59.984,59.9852,59.9842,59.9852,59.9863,59.9864,59.987,59.9848,59.987,59.9847,59.9851,59.9846,59.985,59.9849,59.9855,59.9842,59.9853,59.9856,59.9862,59.9853,59.9846,59.9849,59.9862,59.9824,59.9863,59.9861,59.9865,59.9861,59.984,59.9869,59.9875,59.9847,59.9864,59.9857,59.9861,59.9854,59.9856
59.9857,59.986,59.986,59.9848,59.9853,59.9852,59.9859,59.9848,59.9847,59.9839,59.9865,59.985,59.9856,59.9835,59.9859,59.9845,59.9858,59.9859,59.9799,59.9859,59.9861,59.9854,59.9854,59.9855,59.9853,59.9849,59.9857,59.9864,59.9852,59.9862,59.9859,59.9851,59.9863,59.9845,59.9841,59.9855,59.985,59.9846,59.9857,59.9849,59.9829,59.9855,59.9858,59.9859,59.9869,59.9855,59.9856,59.9859,59.9863,59.9847,59.9861,59.9856,59.9868,59.9843,59.9854,59.9842,59.9855,59.9855,59.9881,59.9851,59.9851,59.9827,59.9862,59.9853,59.9847,59.9867,59.9858,59.9857,59.9839,59.9809,59.9858,59.9848,59.9854,59.9866,59.9848,59.9855,59.9858,59.985,59.9857,59.9851,59.9849,59.9864,59.9853,59.9855,59.9857,59.9862,59.9852,59.9863,59.9851,59.9851,59.9853,59.9859,59.9849,59.9858,59.9856,59.9853,59.9844,59.9855
59.9857,59.9859,59.9859,59.9854,59.9847,59.9856,59.9857,59.9852,59.9853,59.9869,59.9861,59.9842,59.9862,59.9862,59.9853,59.9843,59.9854,59.9844,59.9799,59.9847,59.9849,59.9858,59.986,59.9868,59.9849,59.9861,59.9866,59.9859,59.9849,59.9858,59.9861,59.9842,59.9861,59.9848,59.984,59.9844,59.9878,59.9862,59.9857,59.9845,59.9836,59.9861,59.9861,59.9859,59.9864,59.9843,59.9851,59.986,59.9838,59.9842,59.9856,59.9837,59.9853,59.9869,59.9845,59.9859,59.9857,59.9849,59.9868,59.9846,59.9853,59.9862,59.9854,59.985,59.9848,59.9868,59.9853,59.9871,59.9844,59.9813,59.986,59.9847,59.9852,59.9845,59.9849,59.9854,59.9846,59.9853,59.9852,59.9856,59.9867,59.9852,59.9851,59.984,59.9844,59.9862,59.9853,59.9844,59.9853,59.984,59.9866,59.9845,59.9851,59.9861,59.9851,59.9865,59.985,59.9853
59.9855,59.9861,59.9858,59.9851,59.9857,59.9851,59.9864,59.985,59.9845,59.984,59.9861,59.9847,59.986,59.9843,59.9859,59.9869,59.9854,59.9849,59.9843,59.9846,59.9856,59.9852,59.9856,59.9847,59.9849,59.9864,59.9842,59.986,59.9842,59.9857,59.9868,59.9845,59.9857,59.9859,59.985,59.9852,59.9867,59.9862,59.9852,59.9852,59.985,59.9856,59.9856,59.9856,59.9866,59.985,59.9855,59.9859,59.9877,59.9856,59.9856,59.9847,59.9855,59.9847,59.986,59.9848,59.9862,59.9857,59.9849,59.9818,59.9867,59.9849,59.9862,59.9844,59.9845,59.9848,59.9851,59.9857,59.9863,59.9876,59.9857,59.9857,59.985,59.9878,59.985,59.9857,59.9847,59.9854,59.985,59.9857,59.9855,59.9848,59.9852,59.9858,59.9839,59.9856,59.985,59.986,59.9858,59.9854,59.9861,59.9834,59.9849,59.9858,59.9851,59.9858,59.9851,59.9855
59.9854,59.9828,59.9859,59.9844,59.985,59.9855,59.9856,59.9851,59.985,59.9839,59.9864,59.986,59.9862,59.9857,59.9859,59.9851,59.9844,59.9852,59.9828,59.9855,59.9856,59.9853,59.9832,59.9852,59.9849,59.9847,59.9851,59.984,59.9835,59.9848,59.9853,59.9842,59.9853,59.9842,59.9848,59.9851,59.986,59.9858,59.9847,59.986,59.9851,59.986,59.986,59.9834,59.9856,59.9856,59.9865,59.9857,59.9844,59.9857,59.985,59.9846,59.9851,59.9853,59.9853,59.9851,59.9856,59.985,59.9852,59.9859,59.9853,59.9866,59.9856,59.9848,59.9839,59.984,59.9872,59.9857,59.9852,59.9885,59.986,59.9851,59.9854,59.987,59.9848,59.985,59.9843,59.9849,59.9846,59.9853,59.9862,59.985,59.9851,59.9851,59.9795,59.9861,59.9857,59.9856,59.9858,59.9854,59.9855,59.9856,59.9848,59.9857,59.9848,59.9857,59.985,59.9852
59.9852,59.9835,59.9859,59.9854,59.9853,59.9854,59.9856,59.9853,59.9859,59.9853,59.9869,59.9853,59.9857,59.9858,59.9856,59.9849,59.9848,59.9855,59.9853,59.9845,59.9868,59.9851,59.9846,59.9865,59.9855,59.9856,59.9866,59.9855,59.9854,59.9852,59.9842,59.9849,59.9852,59.9845,59.986,59.9848,59.985,59.9861,59.9849,59.9855,59.9863,59.9855,59.9857,59.9848,59.986,59.9857,59.985,59.985,59.9845,59.9852,59.9851,59.9868,59.9856,59.985,59.9857,59.9848,59.9852,59.9839,59.9855,59.9853,59.9837,59.9867,59.9861,59.9844,59.9846,59.9849,59.9848,59.9854,59.9847,59.9812,59.9811,59.9856,59.9849,59.9862,59.9846,59.9852,59.9845,59.9849,59.9849,59.9849,59.9852,59.9843,59.9851,59.9851,59.9861,59.9851,59.9859,59.9856,59.9854,59.9845,59.9839,59.985,59.9848,59.9851,59.9849,59.9859,59.9858,59.9852
59.9862,59.9836,59.9853,59.9847,59.9849,59.9853,59.985,59.9849,59.985,59.9839,59.9872,59.9857,59.985,59.9849,59.9863,59.9863,59.9851,59.985,59.9858,59.985,59.9851,59.9842,59.9852,59.9866,59.9851,59.9823,59.9864,59.9865,59.9844,59.9868,59.9865,59.9854,59.9847,59.985,59.9845,59.9874,59.9852,59.9866,59.9851,59.9853,59.9851,59.9866,59.9864,59.9853,59.9862,59.9853,59.9849,59.9849,59.9867,59.9845,59.9851,59.9862,59.9841,59.9853,59.9857,59.9849,59.9853,59.9843,59.9872,59.9849,59.9853,59.9857,59.9858,59.9852,59.9848,59.9859,59.9856,59.9854,59.9859,59.9797,59.9851,59.9856,59.9853,59.9874,59.9844,59.9857,59.9849,59.9849,59.9847,59.9851,59.9853,59.9854,59.9855,59.9852,59.9853,59.985,59.9848,59.986,59.9852,59.9844,59.9859,59.9858,59.9851,59.9854,59.9847,59.9859,59.9862,59.9853
59.9835,59.9854,59.9854,59.9851,59.9848,59.9857,59.9848,59.9856,59.9865,59.9852,59.9861,59.9868,59.9865,59.9868,59.9856,59.9853,59.9848,59.9858,59.9838,59.9846,59.9855,59.9842,59.9847,59.9848,59.9862,59.9835,59.9849,59.9867,59.9852,59.9863,59.9839,59.9856,59.9848,59.9857,59.9862,59.9848,59.9855,59.9849,59.9862,59.9852,59.9856,59.9851,59.9851,59.9838,59.9857,59.9862,59.9839,59.9847,59.9829,59.9854,59.9844,59.9858,59.9852,59.9858,59.9858,59.9843,59.9841,59.9852,59.9842,59.9847,59.9856,59.9886,59.9852,59.9855,59.985,59.9874,59.9846,59.9856,59.9854,59.9879,59.9853,59.986,59.985,59.9846,59.984,59.9854,59.9858,59.9853,59.9848,59.9854,59.9842,59.9851,59.9853,59.9859,59.9927,59.9851,59.9851,59.985,59.9849,59.9856,59.9849,59.985,59.9851,59.9853,59.9844,59.9871,59.9869,59.9852
59.9835,59.9845,59.9851,59.9847,59.9852,59.9854,59.9849,59.9854,59.9851,59.9854,59.9856,59.9852,59.9871,59.9853,59.9854,59.9858,59.9854,59.9834,59.9858,59.9855,59.9849,59.9857,59.9853,59.9853,59.9865,59.9849,59.9853,59.9856,59.9838,59.9859,59.9857,59.9856,59.985,59.9842,59.987,59.9859,59.9824,59.9863,59.985,59.985,59.9854,59.9851,59.9849,59.9843,59.9859,59.9858,59.9868,59.9854,59.9854,59.9851,59.9851,59.9863,59.9839,59.9856,59.9849,59.9838,59.9844,59.9848,59.9838,59.9835,59.9843,59.9862,59.9849,59.9849,59.9842,59.9845,59.9851,59.9851,59.9843,59.9873,59.9836,59.9857,59.9857,59.9844,59.9844,59.9853,59.9843,59.9849,59.9849,59.985,59.9854,59.9842,59.9856,59.9846,59.9831,59.9849,59.9847,59.9849,59.9845,59.9857,59.9853,59.9839,59.9854,59.9847,59.985,59.9861,59.9857,59.9851
59.9852,59.9846,59.9856,59.9848,59.9858,59.9849,59.985,59.985,59.9868,59.9855,59.9852,59.9859,59.987,59.9878,59.9856,59.9863,59.9861,59.9855,59.9812,59.9847,59.9849,59.9841,59.9851,59.984,59.9864,59.9843,59.9845,59.9864,59.9839,59.9849,59.984,59.9848,59.9848,59.9845,59.9869,59.9852,59.9856,59.9861,59.985,59.9846,59.9839,59.9848,59.9846,59.9846,59.9865,59.9863,59.9828,59.9851,59.9839,59.9845,59.9846,59.9846,59.9848,59.985,59.9848,59.9848,59.9837,59.9842,59.9837,59.9852,59.9851,59.9881,59.9849,59.9858,59.9842,59.9854,59.9837,59.9852,59.9864,59.9828,59.9851,59.986,59.9855,59.9871,59.9845,59.9855,59.9858,59.9845,59.9846,59.9849,59.986,59.985,59.985,59.9843,59.9854,59.9847,59.9849,59.9844,59.9848,59.9852,59.9848,59.985,59.9859,59.985,59.9851,59.9866,59.9853,59.985
